F-18A&C,F404-GE-400&402,Minimum power A/B (95% NC),,,,,,,,,,,,,,,,,
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,108.9,111.8,113.5,111.2,116.4,116.6,116.6,117.1,117.5,118.6,120.3,123.2,128.5,125.2,120.9,117.2,106.5,96.5,86.5
250,106.8,109.8,111.4,109,114.2,114.5,114.5,114.9,115.3,116.4,118.1,121.1,126.4,123.1,118.8,115.1,104.4,94.4,84.4
315,104.7,107.6,109.3,106.9,112.1,112.3,112.2,112.6,113.1,114.2,115.9,119,124.3,120.9,116.6,113,102.3,92.3,82.3
400,102.6,105.5,107.1,104.7,109.8,110.1,110,110.4,110.8,111.9,113.7,116.8,122.1,118.7,114.5,110.8,100.1,90.1,80.1
500,100.4,103.3,105,102.5,107.5,107.8,107.7,108,108.5,109.6,111.4,114.6,120,116.5,112.3,108.6,98,88,78
630,98.2,101.1,102.8,100.2,105.2,105.5,105.3,105.7,106.1,107.2,109.1,112.3,117.8,114.3,110,106.4,95.8,85.8,75.8
800,96,98.9,100.5,97.9,102.8,103.1,102.9,103.2,103.7,104.7,106.7,110.1,115.5,112,107.8,104.1,93.5,83.5,73.5
1000,93.7,96.5,98.2,95.5,100.3,100.7,100.4,100.7,101.1,102.1,104.2,107.7,113.3,109.6,105.4,101.8,91.2,81.2,71.2
1250,91.4,94.2,95.8,93,97.7,98.2,97.8,98,98.5,99.5,101.6,105.3,111,107.2,103.1,99.5,88.9,78.9,68.9
1600,89,91.7,93.4,90.5,95.1,95.6,95.1,95.3,95.8,96.7,99,102.9,108.6,104.8,100.7,97.1,86.5,76.5,66.5
2000,86.5,89.2,90.8,87.9,92.3,92.9,92.3,92.4,92.9,93.8,96.2,100.4,106.2,102.2,98.2,94.7,84.1,74.1,64.1
2500,83.9,86.5,88.2,85.2,89.4,90.1,89.3,89.4,89.9,90.8,93.4,97.8,103.7,99.6,95.7,92.2,81.6,71.6,61.6
3150,81.1,83.7,85.4,82.4,86.4,87.2,86.3,86.3,86.8,87.6,90.4,95.1,101.1,96.9,93.2,89.7,79.1,69.1,59.1
4000,78.3,80.8,82.5,79.4,83.2,84.1,83,83,83.5,84.3,87.3,92.3,98.4,94.1,90.5,87.1,76.5,66.5,56.5
5000,75.3,77.7,79.4,76.3,79.9,80.9,79.7,79.5,80,80.8,84,89.4,95.6,91.2,87.9,84.5,73.8,63.8,53.8
6300,72,74.4,76.2,73.1,76.3,77.5,76.1,75.9,76.4,77.2,80.7,86.4,92.6,88.2,85.1,81.8,71.1,61.1,51.1
8000,68.6,70.8,72.6,69.6,72.6,73.8,72.3,72.1,72.6,73.4,77.1,83.2,89.5,85.1,82.3,79.1,68.3,58.3,48.3
10000,64.9,67,68.8,66,68.7,69.9,68.3,68.1,68.6,69.5,73.4,79.8,86.2,81.8,79.4,76.3,65.5,55.5,45.5
12500,60.9,62.8,64.7,62.1,64.5,65.6,64,63.9,64.4,65.5,69.5,76.2,82.6,78.3,76.4,73.3,62.6,52.6,42.6
16000,56.5,58.3,60.3,58,60,61.1,59.4,59.6,60.2,61.4,65.3,72.3,78.8,74.7,73.3,70.3,59.5,49.5,39.5
20000,51.9,53.5,55.6,53.6,55.3,56.4,54.7,55.1,55.8,57.1,60.9,68.1,74.7,70.9,70,67.1,56.4,46.4,36.4
25000,47.1,48.4,50.5,49,50.3,51.3,49.7,50.5,51.3,52.7,56.2,63.6,70.3,67,66.6,63.7,53.1,43.1,33.1
