T-1,JT15D-5,Idle (31% NF),,,,,,,,,,,,,,,,,
(ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,99.9,98.4,102.9,104.1,102.8,100.9,99.6,102.8,104,106.7,102.6,104.3,100.2,101.7,104.6,110.8,101.2,91.3,80.9
250,97.3,95.9,100.3,101.6,100.3,98.5,97.2,100.4,101.6,104.2,100.1,101.8,97.8,99.5,102.5,108.7,99.1,89.2,78.8
315,94.6,93.2,97.6,99,97.7,95.9,94.6,97.8,99.1,101.7,97.4,99.2,95.4,97.2,100.3,106.6,96.9,87,76.6
400,91.8,90.4,94.7,96.3,94.9,93.2,92,95.1,96.4,98.9,94.7,96.4,92.9,94.9,98.1,104.4,94.8,84.9,74.5
500,88.8,87.4,91.5,93.3,92,90.3,89.2,92.3,93.6,96.1,91.8,93.5,90.3,92.5,95.9,102.2,92.6,82.7,72.3
630,85.6,84.3,88.2,90.2,88.8,87.3,86.2,89.4,90.6,93,88.7,90.5,87.6,90.1,93.7,100,90.4,80.5,70.1
800,82.2,81,84.5,86.7,85.4,84.1,83.1,86.3,87.5,89.6,85.3,87.2,84.9,87.7,91.4,97.8,88.1,78.3,67.8
1000,78.6,77.6,80.6,83,81.7,80.7,79.9,83,84.2,86.1,81.8,83.7,82.1,85.2,89,95.5,85.8,76,65.6
1250,74.9,74.2,76.6,79,77.7,77.1,76.6,79.6,80.7,82.3,78.1,80,79.4,82.7,86.6,93.2,83.5,73.7,63.3
1600,71.2,70.9,72.5,74.6,73.5,73.5,73.3,76.2,77.3,78.3,74.3,76.2,76.6,80.2,84.2,90.8,81.1,71.3,60.9
2000,67.8,67.7,68.7,70.1,69.1,69.9,70,72.9,73.9,74.4,70.6,72.5,73.8,77.6,81.7,88.4,78.7,68.9,58.5
2500,64.7,64.7,65.3,65.8,64.8,66.5,66.9,69.7,70.7,70.7,67,68.9,71.1,75,79.1,85.9,76.2,66.4,56
3150,61.7,61.8,62.2,61.9,61,63.3,63.8,66.7,67.6,67.3,63.8,65.6,68.3,72.3,76.3,83.3,73.6,63.9,53.4
4000,58.9,58.9,59.1,58.4,57.6,60.1,60.7,63.6,64.6,64.2,60.6,62.3,65.5,69.6,73.5,80.6,70.9,61.2,50.7
5000,55.9,55.9,55.9,55,54.3,56.9,57.6,60.5,61.5,61.1,57.4,59.1,62.5,66.7,70.5,77.8,68.2,58.5,48
6300,52.8,52.7,52.5,51.6,51,53.6,54.2,57.2,58.3,57.9,54.2,55.8,59.5,63.8,67.5,75,65.3,55.7,45.2
8000,49.6,49.4,49,48,47.6,50.3,50.7,53.8,54.9,54.6,50.9,52.5,56.4,60.8,64.3,72.1,62.4,52.8,42.2
10000,46.2,45.9,45.2,44.3,44.1,46.8,47.1,50.2,51.4,51.1,47.5,49,53.3,57.7,61.1,69.1,59.4,49.8,39.3
12500,42.7,42.2,41.2,40.4,40.4,43.1,43.3,46.4,47.6,47.4,44,45.6,50.1,54.5,57.8,66,56.4,46.7,36.2
16000,38.9,38.3,37.1,36.4,36.5,39.3,39.3,42.4,43.6,43.6,40.4,42.1,46.8,51.3,54.4,62.8,53.2,43.6,33
20000,34.8,34.1,32.7,32.2,32.5,35.3,35.2,38.1,39.4,39.6,36.8,38.6,43.4,47.9,51,59.5,49.9,40.3,29.7
25000,30.4,29.7,28.2,27.9,28.3,31,30.9,33.7,34.9,35.4,33.1,34.9,39.9,44.4,47.3,56.1,46.4,36.8,26.2
