F-14A,TF30-P-412A/412,Max power zone 3 A/B (102.1% NC),,,,,,,,,,,,,,,,,
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,108,108,111,111.6,112.7,113.9,114.8,115.5,117.6,119.3,122.9,125.3,127,129.9,127.4,122.5,107.6,97.6,87.6
250,105.8,105.8,108.9,109.4,110.6,111.7,112.7,113.3,115.4,117.1,120.8,123.1,124.9,127.8,125.3,120.5,105.6,95.6,85.6
315,103.6,103.7,106.7,107.3,108.4,109.5,110.5,111.1,113.2,114.9,118.6,120.9,122.7,125.7,123.2,118.4,103.6,93.6,83.6
400,101.4,101.5,104.5,105.1,106.2,107.3,108.2,108.9,110.9,112.7,116.3,118.7,120.5,123.5,121.1,116.3,101.5,91.5,81.5
500,99.1,99.4,102.3,102.9,103.9,105,105.9,106.6,108.6,110.4,114,116.5,118.3,121.4,119,114.2,99.4,89.4,79.4
630,96.8,97.1,100,100.6,101.6,102.7,103.6,104.3,106.3,108,111.7,114.2,116.1,119.2,116.8,112.1,97.3,87.3,77.3
800,94.4,94.8,97.7,98.3,99.3,100.3,101.2,102,103.9,105.6,109.3,111.9,113.8,116.9,114.6,109.9,95.2,85.2,75.2
1000,91.9,92.5,95.3,95.9,96.9,97.8,98.7,99.5,101.4,103.2,106.9,109.5,111.5,114.7,112.4,107.8,93.1,83.1,73.1
1250,89.3,90.1,92.9,93.5,94.4,95.2,96.2,97,98.8,100.7,104.3,107,109.2,112.4,110.2,105.6,91,81,71
1600,86.6,87.6,90.3,90.9,91.8,92.6,93.6,94.4,96.2,98.1,101.8,104.5,106.8,110,107.9,103.4,88.8,78.8,68.8
2000,83.9,85.1,87.7,88.3,89.2,89.9,90.9,91.8,93.5,95.4,99.1,101.9,104.3,107.6,105.6,101.1,86.6,76.6,66.6
2500,81,82.5,85,85.6,86.4,87.1,88.1,89,90.7,92.6,96.4,99.3,101.8,105.2,103.2,98.8,84.3,74.3,64.3
3150,78,79.8,82.2,82.8,83.6,84.2,85.2,86.1,87.8,89.8,93.5,96.5,99.2,102.6,100.7,96.5,82.1,72.1,62.1
4000,74.9,77,79.2,79.9,80.6,81.1,82.2,83.1,84.8,86.8,90.5,93.7,96.5,100,98.2,94,79.7,69.7,59.7
5000,71.7,74.1,76.1,76.8,77.5,77.9,79,79.9,81.7,83.7,87.4,90.7,93.7,97.3,95.6,91.5,77.3,67.3,57.3
6300,68.5,71,72.9,73.5,74.2,74.6,75.7,76.6,78.4,80.5,84.2,87.7,90.8,94.5,92.9,89,74.8,64.8,54.8
8000,65.2,67.9,69.5,70.1,70.7,71.1,72.2,73.1,75,77.1,80.7,84.4,87.8,91.6,90.1,86.3,72.2,62.2,52.2
10000,61.8,64.6,65.9,66.5,67.1,67.4,68.6,69.5,71.4,73.5,77.1,81,84.5,88.5,87.1,83.4,69.5,59.5,49.5
12500,58.3,61.1,62.1,62.6,63.2,63.5,64.7,65.7,67.6,69.6,73.3,77.4,81.1,85.2,84,80.5,66.6,56.6,46.6
16000,54.7,57.4,58.2,58.6,59.1,59.5,60.7,61.6,63.6,65.6,69.2,73.5,77.5,81.8,80.6,77.3,63.6,53.6,43.6
20000,50.9,53.5,54.1,54.4,54.8,55.3,56.5,57.4,59.4,61.3,64.9,69.4,73.6,78.2,77.1,73.9,60.4,50.4,40.4
25000,46.9,49.4,49.8,49.9,50.4,50.8,52.1,53,54.9,56.8,60.4,64.9,69.5,74.4,73.3,70.3,56.9,46.9,36.9
