C-20,SPEYMK511-8, Idle (11400 lbs.)
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,98.1,98.4,98,103,99.5,103.7,103.1,100.9,99.5,102.3,103.3,101.8,98.2,97.1,98.2,96.1,95.1,92.9,72.9
250,95.8,96.1,95.8,100.7,97.2,101.4,100.8,98.6,97.2,100,101.1,99.5,95.9,94.9,96,94,92.9,90.6,70.6
315,93.4,93.7,93.4,98.3,94.8,99.1,98.4,96.2,94.8,97.7,98.7,97.2,93.6,92.6,93.7,91.8,90.7,88.3,68.3
400,91,91.3,91,95.9,92.4,96.6,95.9,93.7,92.4,95.2,96.2,94.7,91.2,90.3,91.4,89.5,88.5,86,66
500,88.4,88.8,88.4,93.3,89.8,94,93.4,91.2,89.8,92.7,93.7,92.2,88.8,88,89,87.2,86.2,83.6,63.6
630,85.7,86.1,85.8,90.6,87.1,91.3,90.7,88.5,87.1,90,91,89.5,86.2,85.5,86.6,84.9,83.9,81,61
800,82.8,83.3,83,87.7,84.3,88.5,87.9,85.7,84.3,87.1,88.2,86.7,83.6,83.1,84.1,82.5,81.5,78.4,58.4
1000,79.8,80.4,80.1,84.7,81.3,85.4,84.9,82.7,81.3,84.1,85.1,83.8,80.9,80.5,81.6,80.1,79.1,75.7,55.7
1250,76.6,77.2,77,81.4,78.2,82.2,81.7,79.5,78.1,80.8,81.9,80.6,78,77.9,79,77.6,76.7,72.9,52.9
1600,73.1,73.9,73.8,77.9,74.8,78.6,78.2,76,74.6,77.3,78.4,77.2,75.1,75.3,76.3,75.2,74.2,70,50
2000,69.4,70.4,70.4,74,71.3,74.8,74.6,72.4,70.9,73.5,74.6,73.6,72.1,72.6,73.7,72.7,71.8,67,47
2500,65.5,66.7,66.9,69.9,67.5,70.7,70.7,68.5,67,69.4,70.5,69.8,69.2,69.9,71,70.2,69.3,64.1,44.1
3150,61.5,63,63.2,65.4,63.6,66.4,66.7,64.5,63,65.2,66.3,65.9,66.2,67.2,68.4,67.7,66.9,61.2,41.2
4000,57.4,59.2,59.6,60.9,59.6,61.9,62.6,60.5,58.9,60.8,62.2,62.2,63.3,64.5,65.8,65.3,64.5,58.5,38.5
5000,53.6,55.5,55.9,56.4,55.6,57.4,58.5,56.6,55,56.7,58.3,58.7,60.5,61.8,63.2,62.8,62,55.9,35.9
6300,49.8,51.9,52.3,52.1,51.7,53.1,54.4,52.7,51.3,52.9,54.6,55.4,57.7,59.1,60.6,60.3,59.6,53.3,33.3
8000,46.3,48.4,48.7,48,47.8,48.9,50.2,49,47.7,49.2,51.2,52.2,54.8,56.3,57.9,57.8,57.1,50.8,30.8
10000,42.8,44.9,45,44.1,43.9,44.7,46.1,45.3,44.2,45.7,47.9,49,51.9,53.4,55.2,55.2,54.5,48.2,28.2
12500,39.3,41.4,41.3,40.2,40.1,40.6,42,41.6,40.7,42.3,44.5,45.7,48.8,50.5,52.3,52.5,51.9,45.6,25.6
16000,35.7,37.8,37.6,36.3,36.3,36.6,38,37.9,37.3,38.8,41,42.4,45.6,47.3,49.3,49.6,49.2,42.9,22.9
20000,32,34.2,33.7,32.4,32.5,32.7,34.1,34.2,33.7,35.3,37.4,38.9,42.1,44,46.2,46.6,46.3,40.1,20.1
25000,28.2,30.3,29.7,28.4,28.6,28.8,30.2,30.4,30.1,31.6,33.7,35.2,38.5,40.5,42.8,43.4,43.3,37.1,17.1
