A-7E,TF41-A-2,Engine runup (85% NC),,,,,,,,,,,,,,,,,
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,99.1,100.6,99.4,98.2,98.7,98.8,96.4,98.2,97.4,104.3,106.8,107.8,109.7,110.5,112,106.9,100.3,93.6,86.9
250,96.8,98.3,97,96,96.5,96.6,94.2,95.9,95.2,102.1,104.6,105.7,107.6,108.4,110,104.9,98.2,91.5,84.9
315,94.4,95.9,94.7,93.6,94.2,94.3,91.9,93.7,93,99.9,102.4,103.5,105.5,106.3,107.9,102.8,96.2,89.5,82.8
400,91.9,93.4,92.2,91.2,91.8,91.9,89.6,91.4,90.7,97.6,100.1,101.2,103.3,104.2,105.9,100.7,94.1,87.4,80.7
500,89.3,90.9,89.7,88.7,89.4,89.5,87.2,89,88.4,95.2,97.8,99,101.1,102.1,103.8,98.7,92,85.3,78.7
630,86.7,88.2,87.1,86.1,86.9,87,84.8,86.6,86,92.8,95.4,96.7,98.9,99.9,101.7,96.6,89.9,83.2,76.6
800,83.9,85.4,84.4,83.5,84.3,84.4,82.3,84.1,83.6,90.4,93,94.3,96.7,97.8,99.6,94.5,87.8,81.1,74.5
1000,81,82.5,81.6,80.8,81.7,81.7,79.7,81.5,81.1,87.8,90.5,91.9,94.4,95.5,97.4,92.3,85.7,79,72.3
1250,77.9,79.5,78.6,77.9,78.9,79,77,78.9,78.5,85.2,88,89.5,92,93.3,95.2,90.1,83.5,76.8,70.1
1600,74.8,76.3,75.6,75,76.1,76.1,74.3,76.1,75.9,82.6,85.4,87,89.6,91,93,87.9,81.3,74.6,67.9
2000,71.5,73,72.5,72.1,73.2,73.2,71.4,73.3,73.2,79.8,82.7,84.5,87.2,88.6,90.8,85.7,79,72.3,65.7
2500,68.2,69.6,69.3,69.1,70.2,70.1,68.5,70.4,70.4,77,80,81.8,84.6,86.2,88.5,83.4,76.7,70,63.4
3150,64.8,66.2,66.1,66,67.1,67,65.5,67.4,67.6,74,77.2,79.1,82,83.7,86.1,81,74.4,67.7,61
4000,61.4,62.8,62.8,62.9,63.9,63.8,62.4,64.3,64.6,71,74.3,76.3,79.3,81.1,83.6,78.6,71.9,65.2,58.6
5000,58.1,59.4,59.6,59.7,60.7,60.5,59.2,61.2,61.6,67.9,71.3,73.3,76.4,78.4,81.1,76,69.4,62.7,56
6300,54.8,56,56.3,56.5,57.4,57.2,55.9,58,58.4,64.6,68.2,70.2,73.4,75.5,78.5,73.4,66.8,60.1,53.4
8000,51.5,52.7,53,53.2,54,53.7,52.6,54.6,55.1,61.1,64.9,67,70.2,72.6,75.8,70.7,64.1,57.4,50.7
10000,48.1,49.2,49.5,49.8,50.4,50.2,49,51.1,51.7,57.5,61.4,63.5,66.8,69.4,72.9,67.9,61.3,54.6,47.9
12500,44.6,45.6,45.9,46.1,46.6,46.5,45.4,47.4,48,53.6,57.7,59.8,63.3,66.1,70,64.9,58.3,51.6,44.9
16000,40.9,41.8,42.1,42.3,42.6,42.6,41.5,43.5,44.2,49.6,53.8,55.9,59.5,62.6,66.8,61.8,55.2,48.5,41.8
20000,37,37.8,38.1,38.3,38.5,38.4,37.5,39.4,40.2,45.3,49.6,51.7,55.4,58.9,63.5,58.5,51.9,45.2,38.5
25000,32.9,33.5,33.9,34,34.1,34.1,33.3,35.1,36,40.8,45.2,47.3,51.1,55,60,55,48.4,41.7,35
