AV-8B,F402-RR-408,Idle (29% RPM)
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,100.5,98.9,99.5,98.2,96.4,94.7,94.3,92.1,91.7,86.4,87.3,87.6,86.9,86.5,80.5,73.8,67.4,64.7,44.7
250,98.3,96.7,97.2,96,94.1,92.3,92.1,89.8,89.4,84.1,84.9,85.4,84.7,84.2,78.3,71.5,65.1,62.5,42.5
315,96,94.4,94.8,93.7,91.7,89.9,89.8,87.5,87,81.7,82.5,83.1,82.3,81.8,75.9,69.2,62.8,60.1,40.1
400,93.7,92.1,92.3,91.3,89.2,87.4,87.5,85.1,84.6,79.3,80,80.7,79.9,79.4,73.5,66.9,60.4,57.8,37.8
500,91.3,89.7,89.8,88.9,86.6,84.9,85.1,82.6,82.1,76.7,77.4,78.3,77.4,76.9,71.1,64.5,58,55.3,35.3
630,88.9,87.2,87.1,86.4,83.8,82.1,82.6,80,79.5,74.1,74.7,75.8,74.9,74.3,68.5,62,55.5,52.8,32.8
800,86.4,84.7,84.3,83.8,81,79.3,80,77.4,76.7,71.3,71.9,73.2,72.2,71.6,65.8,59.5,52.9,50.2,30.2
1000,83.7,82,81.4,81.2,77.9,76.3,77.3,74.6,73.9,68.4,68.9,70.5,69.5,68.8,63,56.9,50.3,47.6,27.6
1250,80.9,79.2,78.4,78.3,74.8,73.2,74.5,71.7,70.9,65.4,65.9,67.7,66.6,65.9,60.2,54.2,47.5,44.8,24.8
1600,78,76.3,75.2,75.4,71.4,70,71.5,68.7,67.8,62.2,62.7,64.8,63.7,62.9,57.2,51.5,44.7,42,22
2000,75,73.2,71.9,72.3,68,66.6,68.4,65.5,64.6,59,59.4,61.8,60.6,59.8,54.1,48.7,41.9,39,19
2500,71.7,69.9,68.4,68.9,64.4,63,65.1,62.2,61.2,55.8,56,58.6,57.5,56.5,50.9,45.8,39,36,16
3150,68.1,66.4,64.7,65.4,60.7,59.3,61.5,58.7,57.6,52.4,52.6,55.2,54.2,53.1,47.7,43,36,32.9,12.9
4000,64.1,62.5,60.8,61.4,56.8,55.3,57.6,54.8,53.8,49.1,49.1,51.6,50.8,49.7,44.5,40,33,29.7,9.7
5000,59.8,58.1,56.5,57.1,52.6,51,53.3,50.7,49.8,45.6,45.6,47.9,47.4,46.1,41.2,37.1,29.9,26.4,6.4
6300,54.9,53.4,51.9,52.4,48.2,46.4,48.6,46.3,45.5,42.2,42,44,43.8,42.5,38,34.1,26.9,23.2,3.2
8000,49.5,48.1,47,47.2,43.6,41.7,43.5,41.6,41.3,38.9,38.5,40.1,40.2,38.9,34.8,31.1,24,20.1,0.1
10000,43.7,42.6,41.9,41.9,39,37.1,38.4,37,37.2,35.6,35,36.4,36.6,35.4,31.6,28.1,21.2,17.1,-2.9
12500,37.8,37.1,37,36.7,34.7,32.7,33.6,32.7,33.4,32.3,31.6,32.7,33,31.9,28.4,25,18.3,14.1,-5.9
16000,32.5,32.1,32.4,32.1,30.7,28.5,29.2,28.7,29.8,28.9,28,29,29.3,28.4,25,21.7,15.4,11.2,-8.8
20000,27.7,27.4,27.9,27.8,26.7,24.4,25.1,24.8,26.1,25.3,24.4,25.3,25.6,24.7,21.5,18.4,12.4,-8.2,11.8
25000,23.1,22.8,23.4,23.4,22.5,20.3,20.9,20.8,22.3,21.6,20.6,21.3,21.6,20.9,17.7,14.8,9.3,-5.1,14.9
