AV-8B,F402-RR-405,Engine runup (55% RPM)
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,105.1,104.1,104,106.2,105.4,104.9,103.5,103.3,100.7,101.5,102.7,104.1,95.4,92.4,91.3,84.5,85.6,75.6,65.6
250,102.7,101.7,101.6,103.8,103,102.5,101,100.8,98.2,98.9,100,101.2,92.8,90,88.9,81.9,83,73,63
315,100.1,99.1,99.1,101.4,100.5,100,98.5,98.1,95.5,96.1,97.2,98.3,90.2,87.5,86.3,79.2,80.4,70.4,60.4
400,97.5,96.5,96.5,98.8,97.9,97.5,95.8,95.3,92.8,93.2,94.3,95.2,87.5,85,83.8,76.4,77.6,67.6,57.6
500,94.7,93.8,93.7,96.2,95.2,94.8,93.1,92.5,90,90.3,91.3,92,84.7,82.3,81.1,73.6,74.7,64.7,54.7
630,91.9,90.9,90.9,93.5,92.3,92,90.3,89.5,87,87.2,88.2,88.8,81.9,79.6,78.3,70.6,71.8,61.8,51.8
800,88.9,87.9,87.9,90.6,89.4,89.1,87.4,86.4,84,84.1,85.1,85.7,79,76.7,75.5,67.6,68.7,58.7,48.7
1000,85.7,84.7,84.7,87.6,86.2,86.1,84.4,83.2,81,80.9,82,82.5,76.1,73.6,72.5,64.5,65.7,55.7,45.7
1250,82.5,81.4,81.4,84.4,82.9,82.9,81.3,79.9,77.8,77.7,78.8,79.3,73.2,70.4,69.4,61.4,62.6,52.6,42.6
1600,79,77.9,77.9,81,79.3,79.6,78.1,76.4,74.6,74.4,75.5,76.1,70.3,67,66.2,58.3,59.5,49.5,39.5
2000,75.5,74.3,74.2,77.4,75.5,76,74.8,73,71.4,71.1,72.3,72.9,67.4,63.4,62.9,55.2,56.4,46.4,36.4
2500,71.8,70.6,70.5,73.5,71.4,72.3,71.5,69.4,68.1,67.8,69,69.6,64.4,59.7,59.5,52.1,53.4,43.4,33.4
3150,68.1,66.8,66.7,69.4,67.2,68.3,68.1,66,64.9,64.5,65.7,66.2,61.5,55.8,55.9,49.1,50.4,40.4,30.4
4000,64.4,63,62.8,64.9,62.7,64.2,64.6,62.5,61.6,61.2,62.3,62.8,58.5,52,52.1,46,47.4,37.4,27.4
5000,60.6,59.3,59,60.2,58.2,59.9,60.9,59,58.3,57.8,58.8,59.3,55.5,48.2,48.3,43,44.3,34.3,24.3
6300,56.8,55.7,55.3,55.3,53.7,55.4,57.2,55.4,54.9,54.3,55.1,55.6,52.4,44.7,44.3,39.9,41.2,31.2,21.2
8000,53,52.1,51.5,50.3,49.3,51,53.3,51.7,51.4,50.6,51.4,51.7,49.2,41.4,40.3,36.7,38.1,28.1,18.1
10000,49.2,48.4,47.6,45.3,45.1,46.6,49.4,47.9,47.7,46.8,47.4,47.8,45.9,38.2,36.3,33.6,34.8,24.8,14.8
12500,45.3,44.6,43.4,40.7,41.1,42.3,45.3,43.9,43.9,42.9,43.2,43.6,42.5,35.1,32.4,30.4,31.4,21.4,11.4
16000,41.2,40.7,39,36.3,37.2,38.2,41,39.8,39.9,38.8,38.9,39.3,38.9,31.9,28.5,27.1,27.8,17.8,7.8
20000,36.9,36.4,34.4,32.2,33.3,34,36.5,35.6,35.7,34.6,34.5,35,35,28.6,24.7,23.8,24.1,14.1,4.1
25000,32.4,31.9,29.5,28.2,29.4,29.8,31.8,31.3,31.3,30.2,30,30.6,31,25.2,20.8,20.5,20.3,10.3,0.3
