E-2C,T56-A-427,Low speed ground idle (175 ISHP)
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,96.5,97.4,94.5,93.6,92.5,90,87.3,86.4,84.8,81.7,82.2,82.2,84.3,84.2,86.7,87.9,81.2,74.6,67.9
250,94.4,95.3,92.3,91.5,90.4,87.9,85.1,84.3,82.6,79.5,80,80,82.1,82,84.6,85.8,79.1,72.5,65.8
315,92.2,93.1,90.2,89.4,88.2,85.7,82.9,82.1,80.5,77.4,77.8,77.8,79.8,79.8,82.4,83.6,77,70.3,63.6
400,90.1,91,88,87.2,86,83.4,80.7,79.9,78.3,75.2,75.5,75.6,77.5,77.5,80.1,81.5,74.8,68.2,61.5
500,87.9,88.8,85.8,85,83.7,81.1,78.4,77.6,76,73,73.2,73.3,75.2,75.2,77.9,79.3,72.6,66,59.3
630,85.7,86.5,83.5,82.8,81.5,78.8,76.1,75.3,73.8,70.7,70.9,71,72.8,72.9,75.6,77.1,70.4,63.7,57.1
800,83.4,84.3,81.3,80.5,79.1,76.4,73.7,73,71.5,68.5,68.5,68.6,70.4,70.5,73.2,74.8,68.1,61.5,54.8
1000,81.1,81.9,78.9,78.2,76.8,74,71.3,70.6,69.1,66.2,66.1,66.2,67.9,68.1,70.9,72.5,65.8,59.2,52.5
1250,78.8,79.6,76.6,75.8,74.3,71.5,68.8,68.2,66.7,63.9,63.6,63.8,65.4,65.7,68.4,70.2,63.5,56.8,50.2
1600,76.4,77.1,74.1,73.3,71.8,69,66.3,65.7,64.3,61.5,61.1,61.4,62.8,63.2,66,67.8,61.1,54.4,47.8
2000,74,74.6,71.6,70.8,69.3,66.4,63.7,63.1,61.8,59.2,58.5,59,60.3,60.6,63.5,65.3,58.6,52,45.3
2500,71.4,72,69.1,68.2,66.6,63.7,61.1,60.6,59.3,56.8,56,56.5,57.6,58,60.9,62.8,56.1,49.5,42.8
3150,68.8,69.4,66.4,65.6,63.9,61,58.3,58,56.9,54.5,53.4,54,55,55.4,58.3,60.2,53.5,46.9,40.2
4000,66.1,66.6,63.6,62.8,61,58.2,55.6,55.3,54.4,52.1,50.9,51.5,52.4,52.7,55.5,57.5,50.8,44.2,37.5
5000,63.3,63.7,60.7,59.9,58.1,55.4,52.7,52.7,51.9,49.7,48.3,49,49.7,50,52.7,54.7,48,41.4,34.7
6300,60.4,60.6,57.7,56.8,55,52.5,49.9,50.1,49.4,47.3,45.8,46.5,47,47.2,49.8,51.8,45.1,38.5,31.8
8000,57.3,57.5,54.5,53.7,51.9,49.5,47.1,47.5,46.9,44.9,43.3,44,44.4,44.3,46.7,48.7,42,35.4,28.7
10000,54.1,54.2,51.2,50.4,48.6,46.5,44.2,44.9,44.3,42.4,40.8,41.4,41.7,41.4,43.6,45.5,38.8,32.2,25.5
12500,50.8,50.7,47.8,47,45.2,43.5,41.4,42.2,41.8,39.9,38.2,38.8,39,38.4,40.2,42.2,35.5,28.8,22.2
16000,47.2,47.1,44.1,43.3,41.7,40.4,38.5,39.5,39.2,37.2,35.6,36.1,36.2,35.3,36.7,38.6,31.9,25.2,18.6
20000,43.4,43.3,40.3,39.6,38.2,37.2,35.5,36.7,36.4,34.5,32.9,33.4,33.4,32.1,33,34.8,28.1,21.4,14.8
25000,39.3,39.2,36.2,35.6,34.5,34,32.5,33.8,33.6,31.7,30,30.5,30.5,28.7,29.1,30.8,24.1,17.4,10.8
