C-141A,TF33-P-7,Engine runup (70% NF),,,,,,,,,,,,,,,,,
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,107.7,107.5,109.2,113.1,105.8,104.1,104.2,103.3,102.1,100.2,102.4,102.2,103.1,96,94.9,89.9,84.9,79.9,74.9
250,105.4,105.2,106.9,110.8,103.5,101.8,101.8,100.9,99.8,97.8,100,99.9,100.8,93.7,92.6,87.6,82.6,77.6,72.6
315,103,102.8,104.6,108.5,101.1,99.4,99.4,98.5,97.3,95.4,97.5,97.4,98.3,91.3,90.2,85.2,80.2,75.2,70.2
400,100.7,100.4,102.2,106.1,98.7,96.9,96.9,95.9,94.8,92.8,94.9,94.9,95.8,88.9,87.8,82.8,77.8,72.8,67.8
500,98.2,97.9,99.8,103.6,96.1,94.3,94.3,93.3,92.2,90.2,92.2,92.3,93.3,86.4,85.3,80.3,75.3,70.3,65.3
630,95.6,95.4,97.2,101,93.5,91.6,91.5,90.6,89.5,87.5,89.3,89.5,90.5,83.7,82.8,77.8,72.8,67.8,62.8
800,93,92.7,94.5,98.2,90.7,88.8,88.7,87.7,86.6,84.7,86.4,86.7,87.7,81.1,80.2,75.2,70.2,65.2,60.2
1000,90.2,89.9,91.7,95.3,87.8,85.9,85.7,84.7,83.6,81.7,83.3,83.6,84.7,78.3,77.5,72.5,67.5,62.5,57.5
1250,87.3,87,88.7,92.2,84.7,82.8,82.6,81.5,80.4,78.6,80,80.4,81.5,75.5,74.7,69.7,64.7,59.7,54.7
1600,84.3,84,85.5,88.9,81.5,79.6,79.3,78.2,77,75.3,76.5,77,78.1,72.6,72,67,62,57,52
2000,81.1,80.8,82.2,85.2,78,76.2,75.8,74.7,73.4,71.9,72.7,73.4,74.5,69.7,69.2,64.2,59.2,54.2,49.2
2500,77.7,77.5,78.6,81.3,74.3,72.6,72.2,71,69.7,68.3,68.8,69.6,70.7,66.8,66.5,61.5,56.5,51.5,46.5
3150,74.1,73.9,74.7,76.9,70.4,68.8,68.4,67.1,65.7,64.6,64.7,65.6,66.7,64,63.8,58.8,53.8,48.8,43.8
4000,70.3,70.2,70.6,72,66.2,64.7,64.4,63,61.6,60.8,60.5,61.6,62.6,61.3,61.2,56.2,51.2,46.2,41.2
5000,66.2,66.1,66.2,66.7,61.8,60.5,60.1,58.8,57.4,56.9,56.5,57.6,58.7,58.6,58.7,53.7,48.7,43.7,38.7
6300,61.7,61.7,61.5,61.1,57.1,55.9,55.6,54.3,53.2,53.1,52.6,53.9,55.1,56,56.2,51.2,46.2,41.2,36.2
8000,56.9,56.9,56.6,55.4,52.2,51.1,50.9,49.8,49.1,49.4,49.1,50.5,51.8,53.4,53.7,48.7,43.7,38.7,33.7
10000,51.6,51.7,51.3,49.7,47.1,46.2,46.2,45.3,45.1,45.8,45.9,47.3,48.7,50.7,51.1,46.1,41.1,36.1,31.1
12500,46.1,46.2,46,44.2,41.9,41.3,41.5,41,41.4,42.3,42.7,44.1,45.6,47.9,48.5,43.5,38.5,33.5,28.5
16000,40.6,40.7,40.7,39.1,37.1,36.7,37,36.9,37.8,38.8,39.5,40.9,42.5,44.9,45.7,40.7,35.7,30.7,25.7
20000,35.6,35.7,35.8,34.4,32.7,32.5,33,33,34.3,35.3,36.2,37.7,39.2,41.8,42.9,37.9,32.9,27.9,22.9
25000,30.9,31.1,31.2,30,28.6,28.5,29.1,29.2,30.7,31.8,32.8,34.2,35.8,38.5,39.8,34.8,29.8,24.8,19.8
