T-38,J85-GE-5A,Power runup (94% RPM),,,,,,,,,,,,,,,,,
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,81.4,82.9,83.8,82.7,79.6,79.5,77.8,77.5,75.9,76.1,74.6,74.1,73.9,75.3,76.2,77.9,81.9,76.5,74
250,79.3,80.7,81.7,80.6,77.4,77.4,75.7,75.4,73.8,74,72.5,72,71.8,73.1,73.9,75.6,79.8,74.2,71.8
315,77.2,78.6,79.7,78.4,75.3,75.2,73.7,73.4,71.8,72,70.4,69.8,69.6,70.9,71.6,73.2,77.6,71.8,69.5
400,75,76.4,77.6,76.2,73.2,73.1,71.5,71.3,69.7,69.9,68.2,67.6,67.4,68.6,69.2,70.7,75.4,69.4,67.2
500,72.9,74.2,75.5,74,71,70.9,69.4,69.2,67.6,67.8,66,65.4,65.1,66.4,66.8,68.2,73.2,66.9,64.8
630,70.7,71.9,73.4,71.7,68.8,68.7,67.3,67.1,65.5,65.7,63.8,63.2,62.8,64.1,64.3,65.6,70.9,64.3,62.5
800,68.5,69.7,71.3,69.5,66.6,66.5,65.1,65,63.4,63.6,61.5,61,60.5,61.8,61.9,63,68.6,61.7,60
1000,66.2,67.4,69.1,67.2,64.3,64.3,62.9,62.9,61.3,61.5,59.3,58.7,58.2,59.5,59.4,60.3,66.3,59.1,57.6
1250,64,65.1,66.9,64.9,62,62,60.7,60.7,59.2,59.3,57,56.5,55.9,57.2,56.9,57.6,63.9,56.4,55.2
1600,61.7,62.7,64.7,62.6,59.7,59.7,58.4,58.5,57,57.2,54.7,54.2,53.5,54.9,54.4,54.9,61.5,53.7,52.7
2000,59.4,60.3,62.4,60.2,57.3,57.4,56.1,56.3,54.8,54.9,52.4,51.9,51.2,52.6,51.9,52.3,59,51,50.2
2500,57,57.9,60.1,57.8,54.9,55,53.8,54,52.6,52.7,50.1,49.6,48.8,50.3,49.5,49.8,56.5,48.3,47.8
3150,54.6,55.5,57.7,55.4,52.5,52.6,51.4,51.7,50.3,50.4,47.8,47.3,46.5,48,47,47.3,53.8,45.6,45.3
4000,52.1,52.9,55.2,52.9,49.9,50.1,48.9,49.3,47.9,48,45.3,44.9,44,45.6,44.6,44.8,51.1,43,42.9
5000,49.6,50.3,52.6,50.3,47.3,47.5,46.4,46.8,45.5,45.6,42.9,42.4,41.6,43.2,42.1,42.3,48.2,40.3,40.4
6300,46.9,47.6,49.9,47.5,44.6,44.9,43.8,44.3,43,43.1,40.3,39.9,39,40.6,39.5,39.7,45.1,37.6,37.9
8000,44.1,44.7,47,44.7,41.7,42.1,41,41.6,40.3,40.5,37.6,37.2,36.4,38,36.9,37.1,41.9,34.9,35.4
10000,41.2,41.7,43.9,41.7,38.7,39.1,38.1,38.7,37.5,37.7,34.9,34.5,33.7,35.3,34.2,34.4,38.4,32.1,32.8
12500,38.2,38.5,40.6,38.5,35.6,36,35.1,35.7,34.6,34.8,32,31.7,30.9,32.5,31.3,31.6,34.7,29.3,30.2
16000,35,35.1,37.1,35.1,32.3,32.6,31.9,32.6,31.5,31.7,28.9,28.7,27.9,29.5,28.4,28.6,30.8,26.5,27.6
20000,31.6,31.5,33.3,31.5,28.8,29.1,28.5,29.2,28.1,28.4,25.7,25.5,24.9,26.3,25.3,25.5,26.7,23.6,24.8
25000,28,27.7,29.2,27.7,25.2,25.3,24.9,25.6,24.6,24.8,22.4,22.2,21.7,23,22.1,22.3,22.6,20.6,21.9
