C-130E,T56-A-7,Idle (560 C TIT),,,,,,,,,,,,,,,,,
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,97.4,97.3,96.5,95.4,94.1,92.9,92.5,91.7,89.7,90.1,90.8,91.2,93.1,93.5,93.8,91.3,86,83.9,83.5
250,95.3,95.2,94.4,93.3,92,90.8,90.4,89.5,87.5,88,88.7,89.1,91,91.4,91.7,89.3,83.9,81.8,81.4
315,93.2,93.1,92.3,91.2,89.9,88.6,88.3,87.4,85.4,85.8,86.5,86.9,88.9,89.3,89.6,87.2,81.8,79.8,79.3
400,91,90.9,90.2,89.1,87.8,86.5,86.2,85.2,83.2,83.7,84.3,84.7,86.8,87.2,87.5,85.1,79.7,77.7,77.2
500,88.9,88.8,88,86.9,85.6,84.3,84,83,81,81.4,82.1,82.5,84.6,85.1,85.4,83,77.6,75.5,75.1
630,86.7,86.6,85.9,84.8,83.4,82.1,81.8,80.8,78.7,79.2,79.9,80.3,82.4,82.9,83.2,80.9,75.5,73.4,73
800,84.5,84.4,83.7,82.6,81.2,79.9,79.5,78.6,76.5,76.9,77.6,78,80.1,80.7,81,78.7,73.3,71.2,70.8
1000,82.2,82.2,81.4,80.3,79,77.6,77.3,76.3,74.1,74.6,75.2,75.7,77.9,78.5,78.8,76.5,71.1,69,68.6
1250,79.9,79.9,79.2,78.1,76.7,75.3,74.9,73.9,71.8,72.2,72.9,73.4,75.6,76.2,76.6,74.3,68.9,66.7,66.4
1600,77.6,77.6,76.9,75.8,74.3,73,72.6,71.5,69.3,69.8,70.5,71,73.2,73.9,74.3,72.1,66.6,64.5,64.1
2000,75.2,75.2,74.5,73.4,71.9,70.6,70.1,69,66.8,67.3,68,68.5,70.9,71.6,72,69.7,64.3,62.1,61.7
2500,72.7,72.7,72.1,71,69.4,68.1,67.7,66.5,64.3,64.7,65.4,66,68.4,69.2,69.7,67.4,61.8,59.7,59.3
3150,70.2,70.2,69.6,68.5,66.9,65.6,65.1,63.9,61.7,62.1,62.9,63.4,65.9,66.8,67.2,64.9,59.3,57.2,56.8
4000,67.6,67.6,67,66,64.3,63,62.4,61.2,59,59.4,60.2,60.8,63.4,64.3,64.8,62.4,56.7,54.7,54.3
5000,64.9,64.9,64.4,63.3,61.6,60.3,59.7,58.4,56.2,56.6,57.4,58,60.8,61.7,62.2,59.8,54,52,51.6
6300,62,62.1,61.6,60.5,58.8,57.5,56.9,55.5,53.4,53.8,54.6,55.2,58,59,59.5,57.1,51.2,49.2,48.8
8000,59,59.1,58.6,57.6,55.8,54.6,53.9,52.5,50.5,50.8,51.7,52.2,55.2,56.2,56.7,54.2,48.2,46.3,45.9
10000,55.9,56,55.5,54.5,52.7,51.5,50.8,49.4,47.4,47.8,48.6,49.1,52.3,53.3,53.8,51.1,45.1,43.2,42.8
12500,52.5,52.6,52.2,51.2,49.5,48.3,47.5,46.1,44.3,44.6,45.5,45.9,49.2,50.2,50.7,47.9,41.7,39.9,39.5
16000,48.9,49,48.6,47.6,46,44.8,44.1,42.6,41,41.3,42.2,42.5,45.9,46.9,47.5,44.4,38.1,36.4,36
20000,45,45.1,44.8,43.8,42.2,41.1,40.3,38.9,37.5,37.9,38.8,38.9,42.4,43.5,44,40.7,34.3,32.6,32.3
25000,40.9,41,40.6,39.7,38.1,37,36.4,34.9,33.9,34.3,35.2,35.1,38.7,39.9,40.3,36.7,30.2,28.5,28.3
