T-6,PT6A-68,100% torque (98.1% N1),,,,,,,,,,,,,,,,,
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,94.1,88.9,95.5,106.4,104.2,101.2,103.3,95.8,98.7,101.5,97.9,98.8,99.7,101.4,101.5,104.2,92.2,82.8,74.5
250,91.8,86.8,93.1,103.7,101.5,98.5,100.6,93.5,96.4,99.3,95.7,96.6,97.5,99.2,99.2,101.7,89.7,80.4,72
315,89.5,84.6,90.8,100.7,98.6,95.7,97.8,91.1,94.1,97,93.4,94.3,95.2,96.9,96.9,99.1,87.1,77.8,69.4
400,87.1,82.4,88.4,97.6,95.6,92.7,94.8,88.6,91.7,94.7,91,92,92.8,94.6,94.5,96.4,84.5,75.1,66.6
500,84.7,80.2,85.9,94.1,92.3,89.5,91.6,86.1,89.3,92.3,88.7,89.7,90.4,92.2,92.1,93.6,81.7,72.4,63.7
630,82.3,77.9,83.5,90.4,88.8,86.1,88.2,83.6,86.8,89.9,86.3,87.4,87.9,89.8,89.6,90.6,78.8,69.5,60.6
800,79.9,75.7,81.1,86.4,85.1,82.5,84.7,81,84.4,87.5,83.9,85,85.4,87.4,87.1,87.6,75.9,66.5,57.4
1000,77.5,73.5,78.7,82.2,81.3,78.8,80.9,78.5,81.9,85.1,81.5,82.6,82.9,84.9,84.5,84.4,72.9,63.5,54.1
1250,75.1,71.3,76.3,78,77.3,75,77.1,75.9,79.5,82.8,79.2,80.1,80.3,82.4,81.9,81.3,69.9,60.4,50.8
1600,72.7,69,73.9,73.9,73.5,71.4,73.3,73.4,77.1,80.4,76.8,77.7,77.7,79.8,79.2,78.1,66.8,57.4,47.6
2000,70.3,66.7,71.5,70.2,70,68,69.7,70.9,74.7,77.9,74.4,75.1,75.1,77.2,76.6,75,63.8,54.3,44.4
2500,67.8,64.4,69.1,66.9,66.7,64.9,66.3,68.5,72.2,75.5,72.1,72.5,72.3,74.4,73.8,71.9,60.8,51.3,41.3
3150,65.2,62,66.7,63.9,63.6,61.9,63.1,65.9,69.7,73,69.7,69.8,69.5,71.6,70.9,68.8,57.7,48.2,38.2
4000,62.6,59.5,64.2,60.8,60.6,58.9,59.9,63.4,67.1,70.4,67.2,67,66.6,68.6,67.9,65.6,54.6,45.1,35
5000,59.8,57,61.6,57.6,57.5,55.8,56.8,60.7,64.5,67.7,64.8,64.2,63.6,65.5,64.9,62.4,51.5,41.9,31.9
6300,56.9,54.3,58.9,54.3,54.3,52.6,53.6,58,61.7,64.9,62.3,61.2,60.6,62.3,61.6,59.2,48.3,38.7,28.7
8000,53.9,51.6,56.1,50.8,51,49.3,50.3,55.1,58.8,62,59.7,58.2,57.4,58.9,58.3,56,45.1,35.5,25.5
10000,50.7,48.7,53.2,47.1,47.5,45.8,46.9,52.2,55.8,59,57,55.1,54.3,55.4,54.9,52.9,41.9,32.3,22.3
12500,47.3,45.7,50.2,43.2,43.9,42.1,43.5,49.2,52.8,55.8,54.3,52.1,51.1,51.8,51.5,49.7,38.7,29.2,19.1
16000,43.8,42.5,47.1,39.1,40.2,38.4,40.1,46.1,49.6,52.5,51.5,49,48,48.2,48.1,46.6,35.6,26.1,16
20000,40,39.2,43.9,34.9,36.4,34.6,36.7,42.9,46.2,49.1,48.5,45.9,44.8,44.6,44.6,43.5,32.5,23,12.9
25000,36.1,35.7,40.5,30.5,32.5,30.8,33.2,39.5,42.7,45.5,45.3,42.8,41.5,41.1,41,40.3,29.3,19.8,9.7
