T-1,JT15D-5,90% RPM Engine Runup (90% NF),,,,,,,,,,,,,,,,,
(ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,106.1,102.5,102.7,106.8,101.9,102.8,106.2,106.6,109.8,106.8,106.7,109.7,109.7,109,111.6,111.3,110.5,103.3,82.5
250,103.7,100.1,100.3,104.4,99.5,100.4,103.8,104.2,107.5,104.5,104.3,107.4,107.4,106.9,109.5,109.2,108.4,101.1,80.2
315,101.2,97.6,97.8,101.9,97,98,101.4,101.8,105,102,101.9,105,105,104.7,107.3,107.1,106.3,99,78
400,98.6,95,95.2,99.3,94.4,95.4,98.8,99.3,102.4,99.5,99.4,102.4,102.5,102.4,105.1,104.9,104.2,96.8,75.7
500,95.9,92.3,92.5,96.5,91.7,92.7,96.1,96.6,99.7,96.8,96.8,99.8,99.9,100.2,102.9,102.7,102,94.7,73.4
630,93,89.4,89.5,93.6,88.8,89.9,93.2,93.8,96.8,93.9,94,97,97.2,97.9,100.7,100.5,99.8,92.5,71.1
800,89.9,86.3,86.4,90.4,85.7,86.9,90.2,90.9,93.7,90.9,91.1,94,94.3,95.5,98.4,98.2,97.6,90.2,68.6
1000,86.5,83,83.1,87,82.4,83.7,87,87.7,90.4,87.6,88,90.9,91.2,93,96.1,96,95.3,87.9,66.1
1250,82.9,79.5,79.5,83.2,78.8,80.2,83.6,84.3,86.8,84.1,85,87.5,88.2,90.5,93.7,93.6,93,85.5,63.5
1600,78.9,75.8,75.6,79.2,75.1,76.5,80.2,80.8,82.9,80.4,81.9,84.1,85.2,88,91.2,91.3,90.7,83,60.9
2000,74.8,71.7,71.6,74.7,71.2,72.5,76.9,77.5,78.8,77,78.7,80.8,82.3,85.3,88.7,88.8,88.3,80.5,58.2
2500,71,67.7,67.7,70.5,67.4,68.7,73.5,73.9,75.2,73.4,75.2,77.7,79.3,82.5,86.2,86.3,85.8,77.9,55.3
3150,66.8,64.1,63.9,66.2,63.4,64.8,69.8,70,71.3,70.1,71.5,74.6,76.2,79.6,83.4,83.8,83.1,75.3,52.3
4000,62,60.1,59.9,61.2,58.9,61,65.4,65.6,66.6,66.2,67.9,70.8,72.6,76.3,80.2,80.7,80.1,72.1,48.5
5000,57.5,55.8,55.6,55.9,54.7,57,60.6,61.1,61.9,62.3,64.1,67,68.9,72.8,76.9,77.5,76.9,68.9,44.4
6300,52.7,51.4,51,50.7,49.9,52.7,55.3,56.8,57.3,58,60.2,63,65.1,69.2,73.5,74.3,73.6,65.5,40.3
8000,47.7,46.7,46.2,45.5,45.1,48.1,50.7,52.4,52.6,53.9,56.1,58.8,61,65.5,70,70.9,70.2,62,36.3
10000,42.3,41.5,40.4,40.2,39.5,43.3,45.6,47.6,47.7,49.4,51.9,54.5,56.9,61.7,66.3,67.4,66.6,58.2,31.8
12500,37.5,36.5,36.1,34.4,34.5,38,40.8,42.5,42.7,44.6,47.3,50.3,53,58.1,62.7,64.1,63.1,54.6,27.1
16000,32,31.3,31.3,29,29.7,33.3,35.2,37,37.7,39.8,42.4,45.6,48.7,54.2,59,60.4,59.4,50.8,20.2
20000,25.3,25.2,24.2,22,22.3,27,29.6,31.7,32.3,34.8,37.4,40.3,43.9,49.8,54.9,56.7,55.4,46.3,11.6
25000,16,15.8,12.8,11.5,13,18,21.6,24.4,25.7,28.9,32.2,35.1,38.5,45,50.5,52.7,51,41.4,3.1
