F-4,J79-GE-15,Engine runup (85% RPM),,,,,,,,,,,,,,,,,
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,86.8,83.2,84.1,85.2,86.1,88.3,85.1,83.2,82.1,81.5,82.7,82,84,83.8,85.3,86.3,86.1,85.7,83.6
250,84.6,81.1,82,83,84,86.2,83,81.1,80,79.4,80.6,79.9,81.9,81.7,83.2,84.1,83.9,83.5,81.5
315,82.4,78.9,79.9,80.9,81.9,84,80.9,79,77.9,77.2,78.5,77.8,79.8,79.6,81.1,82,81.8,81.3,79.4
400,80.2,76.8,77.8,78.7,79.7,81.9,78.8,76.9,75.8,75.1,76.5,75.7,77.6,77.4,78.9,79.8,79.6,79.1,77.2
500,77.9,74.7,75.6,76.5,77.5,79.7,76.6,74.7,73.7,72.9,74.3,73.6,75.5,75.3,76.7,77.5,77.4,76.8,75
630,75.5,72.5,73.4,74.2,75.2,77.5,74.5,72.5,71.5,70.7,72.2,71.4,73.3,73.1,74.5,75.3,75.1,74.5,72.8
800,73.2,70.2,71.2,71.9,73,75.3,72.2,70.3,69.4,68.4,70,69.2,71.1,70.8,72.3,73,72.8,72.2,70.5
1000,70.8,68,68.9,69.6,70.7,73,70,68.1,67.1,66.1,67.9,67,68.9,68.6,70,70.6,70.5,69.8,68.2
1250,68.3,65.7,66.6,67.3,68.3,70.7,67.7,65.9,64.9,63.8,65.7,64.8,66.6,66.3,67.7,68.3,68.1,67.4,66
1600,65.8,63.4,64.3,64.9,65.9,68.4,65.4,63.6,62.6,61.5,63.4,62.6,64.3,64,65.4,65.9,65.7,65,63.6
2000,63.3,61,61.9,62.4,63.4,66,63.1,61.2,60.3,59.2,61.1,60.3,62,61.6,63,63.5,63.3,62.6,61.3
2500,60.8,58.6,59.4,59.9,60.9,63.6,60.7,58.9,57.9,56.8,58.8,58,59.7,59.3,60.6,61.1,60.9,60.2,59
3150,58.2,56.1,56.9,57.4,58.3,61.1,58.2,56.4,55.5,54.3,56.4,55.6,57.3,56.9,58.2,58.7,58.5,57.7,56.6
4000,55.6,53.6,54.4,54.8,55.7,58.5,55.6,53.9,53,51.8,54,53.1,54.8,54.4,55.7,56.2,56,55.3,54.1
5000,52.9,51,51.7,52.1,52.9,55.8,53,51.3,50.4,49.2,51.5,50.6,52.3,51.9,53.1,53.6,53.4,52.7,51.6
6300,50.1,48.3,48.9,49.3,50,53,50.2,48.6,47.6,46.5,48.8,48,49.6,49.2,50.4,51,50.8,50.1,49
8000,47.2,45.4,46,46.4,47.1,50.1,47.4,45.8,44.8,43.7,46,45.2,46.9,46.4,47.6,48.2,48,47.3,46.2
10000,44.2,42.4,42.9,43.3,43.9,47,44.3,42.8,41.7,40.7,43.1,42.3,43.9,43.5,44.7,45.2,45.1,44.3,43.3
12500,41,39.2,39.6,40,40.6,43.6,41,39.5,38.5,37.6,40,39.1,40.8,40.4,41.6,42.1,41.9,41.2,40.1
16000,37.6,35.8,36.1,36.5,37.1,40.1,37.5,36.1,35,34.1,36.6,35.7,37.4,37,38.3,38.7,38.5,37.7,36.7
20000,33.9,32,32.2,32.6,33.3,36.2,33.7,32.3,31.2,30.4,32.8,32,33.7,33.3,34.8,35,34.8,34,33
25000,29.8,27.9,28,28.5,29.2,31.9,29.5,28.1,27.1,26.3,28.8,27.9,29.6,29.3,31,31,30.8,29.8,28.9
