C-17,F117-PW-100,Maximum power (95% NC)
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,105.8,106.3,106.3,106.9,106.8,107.4,106.2,105.5,105.6,106.9,107.7,108.2,108.1,107.1,103.8,100.4,93.8,87.1,80.4
250,103.5,104,104.1,104.6,104.5,105.1,104,103.2,103.3,104.6,105.5,106.1,106,105,101.7,98.4,91.7,85,78.4
315,101.1,101.7,101.7,102.3,102.2,102.8,101.7,101,101.1,102.3,103.2,103.8,103.8,102.9,99.7,96.3,89.6,82.9,76.3
400,98.6,99.2,99.3,99.9,99.9,100.4,99.4,98.6,98.7,100,100.9,101.6,101.6,100.8,97.6,94.2,87.5,80.8,74.2
500,96.1,96.7,96.8,97.5,97.5,98,96.9,96.2,96.4,97.6,98.5,99.4,99.4,98.6,95.5,92,85.4,78.7,72
630,93.4,94.2,94.2,94.9,94.9,95.4,94.5,93.8,94,95.2,96.1,97.1,97.2,96.5,93.3,89.9,83.2,76.6,69.9
800,90.7,91.4,91.5,92.3,92.3,92.8,91.9,91.3,91.5,92.7,93.6,94.8,94.9,94.3,91.2,87.7,81,74.4,67.7
1000,87.8,88.6,88.7,89.5,89.6,90.1,89.3,88.7,89,90.2,91.1,92.4,92.7,92.1,89,85.5,78.8,72.2,65.5
1250,84.9,85.7,85.8,86.6,86.8,87.3,86.6,86.1,86.5,87.7,88.6,90,90.4,89.9,86.8,83.3,76.6,70,63.3
1600,81.8,82.6,82.7,83.6,83.9,84.4,83.9,83.5,83.9,85.1,86,87.6,88,87.7,84.6,81,74.4,67.7,61
2000,78.7,79.4,79.5,80.5,80.8,81.4,81,80.8,81.3,82.5,83.4,85.2,85.7,85.4,82.4,78.7,72.1,65.4,58.7
2500,75.4,76.1,76.2,77.3,77.7,78.3,78.1,78,78.6,79.8,80.7,82.7,83.3,83.1,80.1,76.4,69.7,63.1,56.4
3150,72.2,72.7,72.8,74.1,74.5,75.2,75.2,75.2,75.9,77.1,78.1,80.1,80.8,80.7,77.8,74,67.3,60.7,54
4000,69,69.3,69.4,70.8,71.2,72,72.2,72.4,73.1,74.3,75.3,77.5,78.3,78.3,75.4,71.5,64.9,58.2,51.5
5000,65.8,66,66,67.5,68,68.9,69.2,69.5,70.3,71.4,72.5,74.7,75.7,75.8,73,69,62.3,55.7,49
6300,62.7,62.7,62.8,64.3,64.7,65.7,66.2,66.5,67.3,68.5,69.6,71.9,73,73.2,70.5,66.4,59.8,53.1,46.4
8000,59.6,59.5,59.6,61,61.5,62.5,63,63.4,64.3,65.4,66.6,69,70.3,70.5,67.9,63.8,57.1,50.5,43.8
10000,56.4,56.4,56.3,57.8,58.2,59.2,59.8,60.3,61.2,62.3,63.5,65.9,67.4,67.7,65.3,61,54.3,47.7,41
12500,53.2,53.1,53,54.4,54.8,55.8,56.4,56.9,57.9,59,60.3,62.7,64.3,64.8,62.6,58.1,51.5,44.8,38.1
16000,50,49.8,49.6,51,51.3,52.2,52.9,53.5,54.4,55.6,56.9,59.3,61.1,61.8,59.7,55.2,48.5,41.9,35.2
20000,46.6,46.3,46.1,47.3,47.7,48.5,49.2,49.8,50.8,52,53.4,55.7,57.7,58.6,56.8,52.1,45.4,38.8,32.1
25000,43.1,42.8,42.5,43.6,43.9,44.7,45.3,46,47.1,48.3,49.7,51.9,54.1,55.2,53.6,48.8,42.1,35.5,28.8
