T-45,F405-RR-401,Idle (55% RPM),,,,,,,,,,,,,,,,,
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,85.4,86.7,86.5,86.1,83.2,82.2,79,78,76,76,77.9,79.9,80.2,79.8,78,76,73.2,69.4,49.4
250,82.9,84.2,84,83.6,80.7,79.7,76.5,75.6,73.7,73.7,75.6,77.6,77.9,77.6,75.8,73.9,71,67.2,47.2
315,80.3,81.6,81.3,81,78.1,77.1,74,73,71.3,71.3,73.2,75.3,75.6,75.3,73.6,71.7,68.7,64.9,44.9
400,77.6,78.9,78.6,78.2,75.4,74.3,71.3,70.4,68.9,68.9,70.8,72.9,73.3,73,71.4,69.4,66.3,62.5,42.5
500,74.7,76,75.7,75.3,72.5,71.4,68.5,67.7,66.4,66.4,68.4,70.5,70.9,70.6,69.1,67.2,63.9,60.1,40.1
630,71.6,72.9,72.6,72.2,69.5,68.3,65.5,64.8,63.8,63.8,65.8,68,68.4,68.2,66.8,64.9,61.5,57.6,37.6
800,68.3,69.6,69.2,68.8,66.3,65.1,62.5,61.9,61.2,61.2,63.3,65.4,65.9,65.8,64.5,62.6,58.9,55.1,35.1
1000,64.9,66.1,65.7,65.3,63,61.8,59.4,58.9,58.6,58.5,60.6,62.9,63.4,63.4,62.1,60.3,56.4,52.5,32.5
1250,61.4,62.4,62,61.5,59.6,58.4,56.3,55.8,55.9,55.8,58,60.2,60.8,60.9,59.8,58,53.8,49.9,29.9
1600,57.7,58.7,58.2,57.7,56.2,55,53.2,52.8,53.2,53.1,55.3,57.6,58.2,58.4,57.4,55.6,51.1,47.3,27.3
2000,54.1,54.9,54.4,53.9,52.8,51.7,50.1,49.8,50.5,50.3,52.5,54.8,55.6,55.8,55,53.3,48.5,44.6,24.6
2500,50.5,51.3,50.8,50.2,49.6,48.5,47,46.8,47.8,47.5,49.7,52.1,52.8,53.2,52.5,50.9,45.8,41.9,21.9
3150,47,47.9,47.3,46.8,46.4,45.4,44,43.8,45,44.6,46.9,49.2,50,50.6,50,48.4,43.1,39.2,19.2
4000,43.6,44.5,43.9,43.5,43.2,42.2,40.8,40.8,42.1,41.6,43.9,46.3,47.1,47.8,47.4,45.9,40.3,36.4,16.4
5000,40.1,41,40.5,40.1,40.1,39,37.7,37.8,39.2,38.6,40.9,43.2,44.1,44.9,44.7,43.4,37.4,33.6,13.6
6300,36.7,37.5,37.1,36.8,36.8,35.7,34.5,34.7,36.2,35.5,37.7,40.1,40.9,41.9,42,40.8,34.6,30.7,10.7
8000,33.1,33.9,33.6,33.3,33.5,32.3,31.2,31.5,33.2,32.2,34.5,36.7,37.5,38.7,39.1,38.1,31.7,27.8,7.8
10000,29.5,30.1,29.9,29.9,30.1,28.9,27.9,28.3,30,28.9,31.1,33.3,34.1,35.3,36.1,35.3,28.7,24.8,4.8
12500,25.9,26.3,26.3,26.3,26.6,25.4,24.5,24.9,26.7,25.4,27.5,29.7,30.4,31.9,33,32.4,25.7,21.8,1.8
16000,22.2,22.5,22.6,22.7,23,21.7,21,21.4,23.3,21.9,23.9,25.9,26.7,28.2,29.7,29.4,22.6,18.7,-1.3
20000,18.5,18.6,18.8,19.1,19.3,18,17.5,17.8,19.9,18.2,20.1,22.1,23,24.5,26.3,26.2,19.4,15.5,-4.5
25000,14.7,14.8,15,15.3,15.4,14.1,13.8,14.1,16.3,14.4,16.3,18.2,19.1,20.7,22.7,22.9,16,12.1,-7.9
