T-44,PT6A-34B,95% torque (98% RPM),,,,,,,,,,,,,,,,,
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,97.3,97,93.4,93.4,94.6,96.4,96.7,98.1,98.2,98.1,98.1,98,98.1,97.1,97.6,94.5,77.3,70.8,69.1
250,95.2,94.9,91.2,91.2,92.4,94.2,94.5,95.9,96.1,96,96,95.9,96,94.9,95.4,92.3,75.1,68.7,67
315,93,92.7,89,88.9,90.1,91.9,92.2,93.7,93.9,93.9,93.8,93.8,93.8,92.7,93.2,90.1,73,66.6,64.9
400,90.9,90.6,86.7,86.5,87.8,89.6,89.9,91.5,91.7,91.7,91.7,91.6,91.6,90.5,91,87.9,70.8,64.4,62.8
500,88.6,88.3,84.4,84.1,85.3,87.2,87.5,89.2,89.5,89.6,89.5,89.4,89.4,88.2,88.7,85.6,68.6,62.2,60.6
630,86.4,86.1,82.1,81.7,82.9,84.7,85,86.8,87.2,87.4,87.3,87.1,87.1,85.8,86.3,83.2,66.4,59.9,58.5
800,84.1,83.7,79.7,79.1,80.3,82.1,82.5,84.4,84.9,85.1,85,84.8,84.7,83.4,83.9,80.7,64.1,57.6,56.3
1000,81.7,81.4,77.2,76.5,77.6,79.5,79.9,82,82.6,82.9,82.7,82.5,82.3,80.9,81.4,78.2,61.7,55.2,54
1250,79.3,78.9,74.7,73.8,74.8,76.7,77.1,79.4,80.1,80.5,80.4,80.1,79.8,78.3,78.7,75.6,59.3,52.7,51.7
1600,76.8,76.4,72.1,71.1,72,73.7,74.3,76.8,77.6,78.2,78,77.6,77.2,75.6,76,72.8,56.8,50.1,49.3
2000,74.3,73.8,69.4,68.2,69,70.7,71.4,74.1,75.1,75.8,75.6,75.1,74.6,72.8,73.2,69.9,54.3,47.4,46.9
2500,71.6,71.1,66.6,65.3,65.9,67.5,68.4,71.4,72.5,73.3,73.1,72.5,71.8,69.9,70.2,67,51.7,44.6,44.5
3150,68.8,68.3,63.7,62.4,62.8,64.2,65.4,68.6,69.9,70.9,70.6,69.9,68.9,67,67.1,63.8,49,41.6,42
4000,65.9,65.3,60.8,59.3,59.6,60.8,62.4,65.8,67.2,68.4,68.1,67.3,66,63.9,64,60.6,46.2,38.5,39.4
5000,62.8,62.2,57.7,56.3,56.3,57.4,59.3,63,64.6,65.8,65.5,64.6,63,60.7,60.7,57.4,43.4,35.2,36.7
6300,59.6,59,54.5,53.1,53,54,56.4,60.2,61.9,63.2,63,61.9,60.1,57.6,57.4,54.1,40.5,31.7,34.1
8000,56.2,55.5,51.2,49.9,49.7,50.7,53.5,57.4,59.2,60.6,60.4,59.3,57.1,54.5,54.1,50.8,37.6,28.1,31.3
10000,52.6,51.9,47.8,46.6,46.4,47.4,50.7,54.6,56.4,57.9,57.7,56.6,54.2,51.4,50.8,47.6,34.7,24.4,28.6
12500,48.8,48,44.2,43.2,42.9,44.3,47.8,51.7,53.6,55.2,55,53.8,51.3,48.4,47.5,44.4,31.8,20.5,25.8
16000,44.7,43.9,40.5,39.6,39.3,41.1,44.9,48.7,50.6,52.3,52.1,51,48.4,45.3,44.1,41.2,28.7,16.6,22.9
20000,40.4,39.5,36.5,35.8,35.5,37.8,41.8,45.6,47.5,49.3,49.1,48,45.3,42.2,40.7,37.9,25.6,12.6,20
25000,35.7,34.7,32.2,31.8,31.4,34.4,38.6,42.2,44.1,46,45.9,44.8,42.2,38.9,37.1,34.4,22.3,8.4,17
