F-18A&C,F404-GE-400&402,Engine runup (85% NC),,,,,,,,,,,,,,,,,
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,97.3,97.8,98.7,97.3,98.6,99.6,99.8,100.1,101,103.3,102.4,105.9,108.5,110.6,113,111.2,104.2,86,71
250,94.9,95.5,96.4,95,96.3,97.3,97.6,97.8,98.7,101.1,100.2,103.7,106.4,108.5,110.9,109.1,102.1,83.9,68.9
315,92.5,93.1,94.1,92.7,93.9,95,95.2,95.5,96.4,98.8,97.9,101.5,104.3,106.3,108.8,107,100,81.8,66.8
400,90,90.6,91.6,90.3,91.5,92.6,92.9,93.1,94,96.5,95.7,99.3,102.1,104.2,106.7,104.9,97.9,79.8,64.8
500,87.4,88.1,89.1,87.8,89,90.2,90.4,90.6,91.6,94.1,93.3,97,99.9,102,104.5,102.8,95.8,77.7,62.7
630,84.7,85.4,86.6,85.3,86.5,87.7,87.9,88.1,89.1,91.7,90.9,94.7,97.7,99.9,102.4,100.6,93.7,75.6,60.6
800,81.9,82.7,83.9,82.7,83.9,85.1,85.3,85.5,86.5,89.2,88.5,92.3,95.4,97.6,100.2,98.5,91.5,73.4,58.4
1000,79.1,79.9,81.3,80,81.2,82.4,82.7,82.7,83.9,86.6,86,89.9,93.1,95.4,97.9,96.2,89.4,71.3,56.3
1250,76.2,77.1,78.5,77.3,78.4,79.7,79.9,80,81.1,83.9,83.4,87.3,90.7,93,95.6,94,87.1,69.1,54.1
1600,73.2,74.2,75.8,74.6,75.6,76.9,77.1,77.1,78.3,81.2,80.7,84.7,88.3,90.7,93.3,91.7,84.8,66.8,51.8
2000,70.3,71.3,73,71.8,72.7,74,74.1,74.1,75.3,78.3,77.9,82,85.8,88.2,90.9,89.3,82.5,64.5,49.5
2500,67.3,68.4,70.2,69,69.7,71,71.1,71,72.3,75.3,75.1,79.1,83.2,85.8,88.4,86.9,80.1,62.2,47.2
3150,64.4,65.4,67.3,66.1,66.7,67.9,68,67.7,69.1,72.2,72.2,76.2,80.5,83.2,85.9,84.4,77.7,59.8,44.8
4000,61.3,62.4,64.4,63.1,63.6,64.8,64.7,64.4,65.9,68.9,69.2,73.2,77.7,80.6,83.2,81.8,75.1,57.4,42.4
5000,58.3,59.3,61.3,60,60.4,61.5,61.3,61,62.5,65.5,66,70,74.8,77.9,80.5,79.2,72.5,54.8,39.8
6300,55.1,56.1,58.2,56.8,57,58.1,57.9,57.6,59,62,62.8,66.8,71.8,75.1,77.6,76.4,69.7,52.2,37.2
8000,51.8,52.8,54.8,53.5,53.6,54.6,54.3,54.1,55.5,58.4,59.5,63.4,68.6,72.2,74.6,73.6,66.8,49.4,34.4
10000,48.3,49.3,51.4,50,50.1,51,50.6,50.5,51.8,54.6,56.1,59.9,65.3,69.2,71.5,70.6,63.8,46.5,31.5
12500,44.7,45.6,47.7,46.3,46.4,47.3,46.8,46.9,48.1,50.7,52.5,56.3,61.8,66,68.2,67.4,60.6,43.5,28.5
16000,41,41.7,43.7,42.4,42.6,43.4,42.9,43.1,44.2,46.7,48.8,52.5,58.2,62.7,64.7,64.1,57.2,40.3,25.3
20000,37,37.6,39.5,38.2,38.6,39.3,38.8,39.3,40.2,42.5,44.9,48.6,54.2,59.1,60.9,60.7,53.6,37,21.9
25000,32.7,33.3,35,33.9,34.3,35,34.5,35.2,36.1,38.1,40.7,44.5,50.1,55.3,56.9,57,49.8,33.4,18.3
