T-44,PT6A-34B,80% torque (96% RPM),,,,,,,,,,,,,,,,,
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,92.6,93.4,87,90.8,90.2,93.1,95.2,95.2,95.4,94.8,95.1,94.4,94.1,94.3,93.9,92.9,88.1,66.8,71.3
250,90.5,91.2,84.8,88.5,87.9,90.8,92.9,93,93.3,92.7,93,92.3,92,92.1,91.7,90.7,85.9,64.6,69.2
315,88.3,89,82.5,86.1,85.5,88.5,90.6,90.8,91.1,90.6,90.9,90.2,89.8,89.9,89.5,88.4,83.6,62.4,67
400,86.1,86.8,80.1,83.7,83.1,86.1,88.2,88.5,88.9,88.5,88.7,88,87.7,87.7,87.3,86.2,81.3,60.1,64.9
500,83.8,84.5,77.7,81.2,80.6,83.6,85.8,86.2,86.7,86.3,86.5,85.8,85.4,85.4,84.9,83.8,78.9,57.8,62.7
630,81.5,82.1,75.3,78.5,78,81,83.3,83.8,84.4,84.1,84.3,83.6,83.1,83,82.6,81.4,76.4,55.4,60.6
800,79.1,79.7,72.8,75.8,75.3,78.2,80.6,81.3,82.1,81.9,82.1,81.3,80.8,80.6,80.1,79,73.9,53,58.4
1000,76.7,77.2,70.2,73,72.5,75.4,77.9,78.8,79.7,79.7,79.8,79,78.4,78.1,77.6,76.4,71.2,50.5,56.2
1250,74.2,74.6,67.5,70.1,69.5,72.5,75,76.2,77.3,77.4,77.5,76.7,76,75.5,74.9,73.7,68.5,48,53.9
1600,71.6,72,64.8,67.1,66.5,69.3,72,73.5,74.9,75.1,75.2,74.3,73.5,72.8,72.2,70.9,65.6,45.4,51.7
2000,68.9,69.2,62,64,63.4,66.1,68.9,70.8,72.4,72.8,72.8,71.9,71,70.1,69.4,67.9,62.5,42.7,49.4
2500,66.2,66.4,59.2,60.9,60.2,62.7,65.8,68,70,70.4,70.5,69.5,68.4,67.2,66.4,64.9,59.3,39.9,47.2
3150,63.3,63.4,56.3,57.7,56.9,59.2,62.5,65.2,67.5,68.1,68.1,67,65.7,64.3,63.3,61.7,56,37,44.8
4000,60.3,60.3,53.4,54.5,53.6,55.6,59.2,62.4,64.9,65.7,65.6,64.5,63.1,61.3,60.2,58.3,52.4,34.1,42.5
5000,57.2,57.1,50.4,51.3,50.3,52,55.9,59.5,62.4,63.3,63.2,62,60.4,58.3,56.9,54.9,48.8,31,40.2
6300,53.8,53.7,47.3,48,47,48.5,52.7,56.8,59.8,60.8,60.7,59.5,57.8,55.4,53.7,51.4,45,27.9,37.8
8000,50.4,50.1,44.2,44.7,43.7,45,49.7,54,57.2,58.3,58.2,57,55.1,52.4,50.5,47.9,41.1,24.7,35.3
10000,46.7,46.3,40.9,41.3,40.4,41.7,46.7,51.2,54.5,55.7,55.6,54.4,52.5,49.5,47.4,44.6,37.3,21.4,32.8
12500,42.9,42.3,37.4,37.8,36.9,38.4,43.8,48.4,51.7,53,53,51.8,49.8,46.7,44.4,41.4,33.7,18,30.3
16000,38.8,38.1,33.8,34.1,33.3,35,40.8,45.4,48.8,50.2,50.2,49,47.1,43.8,41.4,38.2,30.1,14.6,27.7
20000,34.4,33.7,30,30.1,29.5,31.5,37.6,42.2,45.7,47.2,47.2,46.1,44.2,40.9,38.3,35,26.7,11.1,24.9
25000,29.8,29,25.9,25.8,25.3,27.7,34.3,38.9,42.4,44.1,44.1,43,41.1,37.7,35,31.7,23.2,7.4,22.1
