T-44,PT6A-34B,70% torque (94% RPM),,,,,,,,,,,,,,,,,
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,90.5,88.9,91.1,91.2,90.5,95.1,94.5,94.9,93.8,93.7,94.4,93.9,93.6,92.6,93.6,93.9,89.2,71,66
250,88.3,86.6,88.8,88.9,88.2,92.9,92.2,92.7,91.7,91.7,92.3,91.8,91.4,90.4,91.4,91.7,87,68.8,63.8
315,86,84.3,86.5,86.6,85.9,90.6,90,90.5,89.6,89.6,90.2,89.7,89.3,88.2,89.2,89.5,84.8,66.6,61.6
400,83.7,81.9,84.1,84.2,83.5,88.2,87.7,88.3,87.4,87.5,88.1,87.5,87.1,85.9,86.9,87.2,82.4,64.4,59.4
500,81.3,79.5,81.7,81.7,81.1,85.8,85.3,85.9,85.2,85.4,86,85.4,84.9,83.6,84.6,84.9,80.1,62.1,57.1
630,78.9,77,79.2,79.2,78.5,83.3,82.8,83.6,82.9,83.2,83.8,83.2,82.6,81.3,82.2,82.5,77.6,59.7,54.8
800,76.4,74.4,76.6,76.6,75.9,80.8,80.3,81.2,80.7,81.1,81.7,81,80.3,78.9,79.7,80,75.1,57.4,52.4
1000,73.8,71.8,73.9,73.8,73.3,78.1,77.7,78.7,78.4,78.9,79.5,78.7,78,76.4,77.2,77.4,72.4,54.9,50
1250,71.2,69.1,71.2,71,70.5,75.3,75,76.1,76,76.7,77.3,76.4,75.6,73.9,74.5,74.6,69.7,52.4,47.4
1600,68.6,66.3,68.4,68.1,67.7,72.4,72.1,73.5,73.7,74.5,75.1,74.2,73.2,71.4,71.7,71.8,66.8,49.9,44.9
2000,65.8,63.5,65.5,65.1,64.7,69.4,69.2,70.9,71.3,72.3,72.8,71.9,70.9,68.7,68.9,68.8,63.8,47.3,42.2
2500,63,60.7,62.6,62.1,61.8,66.3,66.2,68.1,68.8,70,70.6,69.6,68.5,66.1,65.9,65.7,60.6,44.6,39.5
3150,60.2,57.8,59.6,58.9,58.7,63,63,65.4,66.4,67.7,68.3,67.2,66,63.4,62.9,62.4,57.3,41.9,36.7
4000,57.3,54.9,56.5,55.8,55.6,59.5,59.7,62.5,63.9,65.4,65.9,64.9,63.6,60.7,59.8,59.1,53.8,39.1,33.9
5000,54.3,51.9,53.5,52.5,52.4,56,56.4,59.6,61.3,63,63.5,62.5,61.2,58.1,56.7,55.6,50.2,36.3,31
6300,51.3,48.9,50.3,49.3,49.1,52.2,52.9,56.7,58.7,60.5,61.1,60.1,58.8,55.5,53.6,52.1,46.4,33.5,28
8000,48.1,45.8,47.1,46,45.8,48.4,49.4,53.7,56,57.9,58.6,57.6,56.3,52.8,50.6,48.7,42.7,30.6,25
10000,44.9,42.5,43.8,42.6,42.4,44.4,45.8,50.6,53.2,55.2,55.9,55.1,53.7,50.2,47.7,45.4,39.1,27.6,21.9
12500,41.4,39,40.3,39.1,38.9,40.2,42.3,47.5,50.3,52.3,53.2,52.4,51.1,47.5,44.8,42.2,35.6,24.5,18.7
16000,37.7,35.4,36.7,35.4,35.3,35.9,38.6,44.2,47.1,49.3,50.2,49.6,48.3,44.7,41.8,39.1,32.2,21.3,15.4
20000,33.8,31.4,32.7,31.6,31.6,31.4,34.9,40.8,43.8,46.1,47.1,46.7,45.3,41.7,38.8,35.8,28.7,17.9,12
25000,29.5,27.2,28.6,27.4,27.8,26.8,31.1,37.1,40.3,42.7,43.8,43.5,42.2,38.6,35.6,32.4,25.2,14.3,8.3
