ac,eng,power,Dist ft.,SEL A-G (dB),ALM A-G (dB),ps_num,retired
C-141A,TF33-P-7,Traffic pattern (68% NF),8000,67.4,55.8,68,TRUE
C-141A,TF33-P-7,Traffic pattern (68% NF),10000,63.9,51.8,68,TRUE
C-141A,TF33-P-7,Traffic pattern (68% NF),12500,60.6,47.9,68,TRUE
C-141A,TF33-P-7,Traffic pattern (68% NF),16000,57.2,43.8,68,TRUE
C-141A,TF33-P-7,Traffic pattern (68% NF),20000,53.6,39.7,68,TRUE
C-141A,TF33-P-7,Traffic pattern (68% NF),25000,49.8,35.3,68,TRUE
C-141A,TF33-P-7,Approach (68% NF),200,113,110.1,68,TRUE
C-141A,TF33-P-7,Approach (68% NF),250,111.3,107.8,68,TRUE
C-141A,TF33-P-7,Approach (68% NF),315,109.6,105.5,68,TRUE
C-141A,TF33-P-7,Approach (68% NF),400,107.7,103,68,TRUE
C-141A,TF33-P-7,Approach (68% NF),500,105.8,100.5,68,TRUE
C-141A,TF33-P-7,Approach (68% NF),630,103.8,97.9,68,TRUE
C-141A,TF33-P-7,Approach (68% NF),800,101.6,95.1,68,TRUE
C-141A,TF33-P-7,Approach (68% NF),1000,99.3,92.2,68,TRUE
C-141A,TF33-P-7,Approach (68% NF),1250,96.8,89.1,68,TRUE
C-141A,TF33-P-7,Approach (68% NF),1600,94.1,85.8,68,TRUE
C-141A,TF33-P-7,Approach (68% NF),2000,91.1,82.2,68,TRUE
C-141A,TF33-P-7,Approach (68% NF),2500,87.8,78.3,68,TRUE
C-141A,TF33-P-7,Approach (68% NF),3150,84.2,74.1,68,TRUE
C-141A,TF33-P-7,Approach (68% NF),4000,80.3,69.6,68,TRUE
C-141A,TF33-P-7,Approach (68% NF),5000,76.3,65,68,TRUE
C-141A,TF33-P-7,Approach (68% NF),6300,72.2,60.3,68,TRUE
C-141A,TF33-P-7,Approach (68% NF),8000,68.5,56,68,TRUE
C-141A,TF33-P-7,Approach (68% NF),10000,65,51.9,68,TRUE
C-141A,TF33-P-7,Approach (68% NF),12500,61.6,47.9,68,TRUE
C-141A,TF33-P-7,Approach (68% NF),16000,58.2,43.9,68,TRUE
C-141A,TF33-P-7,Approach (68% NF),20000,54.7,39.8,68,TRUE
C-141A,TF33-P-7,Approach (68% NF),25000,51,35.5,68,TRUE
C-141A,TF33-P-7,Cruise (85% NF),200,116.8,114.3,85,TRUE
C-141A,TF33-P-7,Cruise (85% NF),250,115.2,112.1,85,TRUE
C-141A,TF33-P-7,Cruise (85% NF),315,113.4,109.8,85,TRUE
C-141A,TF33-P-7,Cruise (85% NF),400,111.6,107.4,85,TRUE
C-141A,TF33-P-7,Cruise (85% NF),500,109.7,104.9,85,TRUE
C-141A,TF33-P-7,Cruise (85% NF),630,107.7,102.3,85,TRUE
C-141A,TF33-P-7,Cruise (85% NF),800,105.6,99.5,85,TRUE
C-141A,TF33-P-7,Cruise (85% NF),1000,103.3,96.7,85,TRUE
C-141A,TF33-P-7,Cruise (85% NF),1250,100.9,93.6,85,TRUE
C-141A,TF33-P-7,Cruise (85% NF),1600,98.2,90.3,85,TRUE
C-141A,TF33-P-7,Cruise (85% NF),2000,95.3,86.8,85,TRUE
C-141A,TF33-P-7,Cruise (85% NF),2500,92.2,83.1,85,TRUE
C-141A,TF33-P-7,Cruise (85% NF),3150,88.9,79.2,85,TRUE
C-141A,TF33-P-7,Cruise (85% NF),4000,85.6,75.3,85,TRUE
C-141A,TF33-P-7,Cruise (85% NF),5000,82.3,71.5,85,TRUE
C-141A,TF33-P-7,Cruise (85% NF),6300,79.2,67.7,85,TRUE
C-141A,TF33-P-7,Cruise (85% NF),8000,76.2,64.1,85,TRUE
C-141A,TF33-P-7,Cruise (85% NF),10000,73.2,60.5,85,TRUE
C-141A,TF33-P-7,Cruise (85% NF),12500,70.1,56.9,85,TRUE
C-141A,TF33-P-7,Cruise (85% NF),16000,66.9,53,85,TRUE
C-141A,TF33-P-7,Cruise (85% NF),20000,63.5,49,85,TRUE
C-141A,TF33-P-7,Cruise (85% NF),25000,59.8,44.8,85,TRUE
C-141A,TF33-P-7,Normal rated thrust (91% NF),200,117.3,113,91,TRUE
C-141A,TF33-P-7,Normal rated thrust (91% NF),250,115.6,110.8,91,TRUE
C-141A,TF33-P-7,Normal rated thrust (91% NF),315,113.9,108.5,91,TRUE
C-141A,TF33-P-7,Normal rated thrust (91% NF),400,112.1,106.1,91,TRUE
C-141A,TF33-P-7,Normal rated thrust (91% NF),500,110.3,103.6,91,TRUE
C-141A,TF33-P-7,Normal rated thrust (91% NF),630,108.3,101,91,TRUE
C-141A,TF33-P-7,Normal rated thrust (91% NF),800,106.2,98.4,91,TRUE
C-141A,TF33-P-7,Normal rated thrust (91% NF),1000,104,95.6,91,TRUE
C-141A,TF33-P-7,Normal rated thrust (91% NF),1250,101.7,92.7,91,TRUE
C-141A,TF33-P-7,Normal rated thrust (91% NF),1600,99.3,89.7,91,TRUE
C-141A,TF33-P-7,Normal rated thrust (91% NF),2000,96.8,86.6,91,TRUE
C-141A,TF33-P-7,Normal rated thrust (91% NF),2500,94.3,83.5,91,TRUE
C-141A,TF33-P-7,Normal rated thrust (91% NF),3150,91.8,80.3,91,TRUE
C-141A,TF33-P-7,Normal rated thrust (91% NF),4000,89.3,77.2,91,TRUE
C-141A,TF33-P-7,Normal rated thrust (91% NF),5000,86.7,74.1,91,TRUE
C-141A,TF33-P-7,Normal rated thrust (91% NF),6300,84.2,70.9,91,TRUE
C-141A,TF33-P-7,Normal rated thrust (91% NF),8000,81.5,67.7,91,TRUE
C-141A,TF33-P-7,Normal rated thrust (91% NF),10000,78.8,64.3,91,TRUE
C-141A,TF33-P-7,Normal rated thrust (91% NF),12500,75.8,60.8,91,TRUE
C-141A,TF33-P-7,Normal rated thrust (91% NF),16000,72.7,57.1,91,TRUE
C-141A,TF33-P-7,Normal rated thrust (91% NF),20000,69.4,53.2,91,TRUE
C-141A,TF33-P-7,Normal rated thrust (91% NF),25000,65.9,49,91,TRUE
C-141A,TF33-P-7,Takeoff (96% NF),200,120.5,116.7,96,TRUE
C-141A,TF33-P-7,Takeoff (96% NF),250,118.9,114.4,96,TRUE
C-141A,TF33-P-7,Takeoff (96% NF),315,117.2,112.1,96,TRUE
C-141A,TF33-P-7,Takeoff (96% NF),400,115.5,109.8,96,TRUE
C-141A,TF33-P-7,Takeoff (96% NF),500,113.7,107.4,96,TRUE
C-141A,TF33-P-7,Takeoff (96% NF),630,111.8,104.9,96,TRUE
C-141A,TF33-P-7,Takeoff (96% NF),800,109.8,102.3,96,TRUE
C-141A,TF33-P-7,Takeoff (96% NF),1000,107.7,99.7,96,TRUE
C-141A,TF33-P-7,Takeoff (96% NF),1250,105.6,96.9,96,TRUE
C-141A,TF33-P-7,Takeoff (96% NF),1600,103.3,94,96,TRUE
C-141A,TF33-P-7,Takeoff (96% NF),2000,101,91.1,96,TRUE
C-141A,TF33-P-7,Takeoff (96% NF),2500,98.6,88.1,96,TRUE
C-141A,TF33-P-7,Takeoff (96% NF),3150,96.1,85,96,TRUE
C-141A,TF33-P-7,Takeoff (96% NF),4000,93.6,82,96,TRUE
C-141A,TF33-P-7,Takeoff (96% NF),5000,91.1,78.8,96,TRUE
C-141A,TF33-P-7,Takeoff (96% NF),6300,88.5,75.6,96,TRUE
C-141A,TF33-P-7,Takeoff (96% NF),8000,85.7,72.2,96,TRUE
C-141A,TF33-P-7,Takeoff (96% NF),10000,82.9,68.8,96,TRUE
C-141A,TF33-P-7,Takeoff (96% NF),12500,79.8,65.2,96,TRUE
C-141A,TF33-P-7,Takeoff (96% NF),16000,76.7,61.4,96,TRUE
C-141A,TF33-P-7,Takeoff (96% NF),20000,73.3,57.4,96,TRUE
C-141A,TF33-P-7,Takeoff (96% NF),25000,69.8,53.3,96,TRUE
C-17,F117-PW-100,Flight idle (72% NC),200,101.9,98.9,72,FALSE
C-17,F117-PW-100,Flight idle (72% NC),250,100.2,96.7,72,FALSE
C-17,F117-PW-100,Flight idle (72% NC),315,98.6,94.4,72,FALSE
C-17,F117-PW-100,Flight idle (72% NC),400,96.9,92.1,72,FALSE
C-17,F117-PW-100,Flight idle (72% NC),500,95.1,89.7,72,FALSE
C-17,F117-PW-100,Flight idle (72% NC),630,93.2,87.2,72,FALSE
C-17,F117-PW-100,Flight idle (72% NC),800,91.3,84.7,72,FALSE
C-17,F117-PW-100,Flight idle (72% NC),1000,89.3,82.1,72,FALSE
C-17,F117-PW-100,Flight idle (72% NC),1250,87.2,79.4,72,FALSE
C-17,F117-PW-100,Flight idle (72% NC),1600,85,76.6,72,FALSE
C-17,F117-PW-100,Flight idle (72% NC),2000,82.7,73.7,72,FALSE
C-17,F117-PW-100,Flight idle (72% NC),2500,80.2,70.7,72,FALSE
C-17,F117-PW-100,Flight idle (72% NC),3150,77.7,67.5,72,FALSE
C-17,F117-PW-100,Flight idle (72% NC),4000,75.1,64.3,72,FALSE
C-17,F117-PW-100,Flight idle (72% NC),5000,72.3,60.9,72,FALSE
C-17,F117-PW-100,Flight idle (72% NC),6300,69.4,57.4,72,FALSE
C-17,F117-PW-100,Flight idle (72% NC),8000,66.3,53.8,72,FALSE
C-17,F117-PW-100,Flight idle (72% NC),10000,63.2,50,72,FALSE
C-17,F117-PW-100,Flight idle (72% NC),12500,59.8,46.1,72,FALSE
C-17,F117-PW-100,Flight idle (72% NC),16000,56.4,42,72,FALSE
C-17,F117-PW-100,Flight idle (72% NC),20000,52.7,37.7,72,FALSE
C-17,F117-PW-100,Flight idle (72% NC),25000,48.9,33.3,72,FALSE
C-17,F117-PW-100,Approach (86% NC),200,109,107,86,FALSE
C-17,F117-PW-100,Approach (86% NC),250,107.3,104.7,86,FALSE
C-17,F117-PW-100,Approach (86% NC),315,105.6,102.4,86,FALSE
C-17,F117-PW-100,Approach (86% NC),400,103.7,99.9,86,FALSE
C-17,F117-PW-100,Approach (86% NC),500,101.8,97.4,86,FALSE
C-17,F117-PW-100,Approach (86% NC),630,99.7,94.7,86,FALSE
C-17,F117-PW-100,Approach (86% NC),800,97.5,91.9,86,FALSE
C-17,F117-PW-100,Approach (86% NC),1000,95.3,89,86,FALSE
C-17,F117-PW-100,Approach (86% NC),1250,92.8,85.9,86,FALSE
C-17,F117-PW-100,Approach (86% NC),1600,90.2,82.7,86,FALSE
C-17,F117-PW-100,Approach (86% NC),2000,87.5,79.4,86,FALSE
C-17,F117-PW-100,Approach (86% NC),2500,84.7,76.1,86,FALSE
C-17,F117-PW-100,Approach (86% NC),3150,82,72.7,86,FALSE
C-17,F117-PW-100,Approach (86% NC),4000,79.2,69.4,86,FALSE
C-17,F117-PW-100,Approach (86% NC),5000,76.4,66,86,FALSE
C-17,F117-PW-100,Approach (86% NC),6300,73.6,62.6,86,FALSE
C-17,F117-PW-100,Approach (86% NC),8000,70.7,59.1,86,FALSE
C-17,F117-PW-100,Approach (86% NC),10000,67.7,55.5,86,FALSE
C-17,F117-PW-100,Approach (86% NC),12500,64.7,51.9,86,FALSE
C-17,F117-PW-100,Approach (86% NC),16000,61.5,48.1,86,FALSE
C-17,F117-PW-100,Approach (86% NC),20000,58.3,44.3,86,FALSE
C-17,F117-PW-100,Approach (86% NC),25000,54.9,40.3,86,FALSE
C-17,F117-PW-100,Intermediate (92% NC),200,111.5,107.9,92,FALSE
C-17,F117-PW-100,Intermediate (92% NC),250,109.8,105.6,92,FALSE
C-17,F117-PW-100,Intermediate (92% NC),315,107.9,103.1,92,FALSE
C-17,F117-PW-100,Intermediate (92% NC),400,106,100.6,92,FALSE
C-17,F117-PW-100,Intermediate (92% NC),500,103.9,97.9,92,FALSE
C-17,F117-PW-100,Intermediate (92% NC),630,101.8,95.2,92,FALSE
C-17,F117-PW-100,Intermediate (92% NC),800,99.5,92.3,92,FALSE
C-17,F117-PW-100,Intermediate (92% NC),1000,97,89.2,92,FALSE
C-17,F117-PW-100,Intermediate (92% NC),1250,94.5,86,92,FALSE
C-17,F117-PW-100,Intermediate (92% NC),1600,91.8,82.8,92,FALSE
C-17,F117-PW-100,Intermediate (92% NC),2000,89.1,79.5,92,FALSE
C-17,F117-PW-100,Intermediate (92% NC),2500,86.4,76.2,92,FALSE
C-17,F117-PW-100,Intermediate (92% NC),3150,83.7,72.9,92,FALSE
C-17,F117-PW-100,Intermediate (92% NC),4000,81.1,69.7,92,FALSE
C-17,F117-PW-100,Intermediate (92% NC),5000,78.4,66.4,92,FALSE
C-17,F117-PW-100,Intermediate (92% NC),6300,75.8,63.2,92,FALSE
C-17,F117-PW-100,Intermediate (92% NC),8000,73.2,60,92,FALSE
C-17,F117-PW-100,Intermediate (92% NC),10000,70.5,56.7,92,FALSE
C-17,F117-PW-100,Intermediate (92% NC),12500,67.7,53.3,92,FALSE
C-17,F117-PW-100,Intermediate (92% NC),16000,64.8,49.8,92,FALSE
C-17,F117-PW-100,Intermediate (92% NC),20000,61.8,46.2,92,FALSE
C-17,F117-PW-100,Intermediate (92% NC),25000,58.7,42.5,92,FALSE
C-17,F117-PW-100,Max rated thrust (95% NC),200,116.1,113.1,95,FALSE
C-17,F117-PW-100,Max rated thrust (95% NC),250,114.5,110.8,95,FALSE
C-17,F117-PW-100,Max rated thrust (95% NC),315,112.8,108.5,95,FALSE
C-17,F117-PW-100,Max rated thrust (95% NC),400,111,106.2,95,FALSE
C-17,F117-PW-100,Max rated thrust (95% NC),500,109.2,103.7,95,FALSE
C-17,F117-PW-100,Max rated thrust (95% NC),630,107.3,101.3,95,FALSE
C-17,F117-PW-100,Max rated thrust (95% NC),800,105.4,98.7,95,FALSE
C-17,F117-PW-100,Max rated thrust (95% NC),1000,103.4,96.1,95,FALSE
C-17,F117-PW-100,Max rated thrust (95% NC),1250,101.3,93.5,95,FALSE
C-17,F117-PW-100,Max rated thrust (95% NC),1600,99.3,90.8,95,FALSE
C-17,F117-PW-100,Max rated thrust (95% NC),2000,97.2,88.1,95,FALSE
C-17,F117-PW-100,Max rated thrust (95% NC),2500,95,85.4,95,FALSE
C-17,F117-PW-100,Max rated thrust (95% NC),3150,92.8,82.6,95,FALSE
C-17,F117-PW-100,Max rated thrust (95% NC),4000,90.6,79.7,95,FALSE
C-17,F117-PW-100,Max rated thrust (95% NC),5000,88.3,76.8,95,FALSE
C-17,F117-PW-100,Max rated thrust (95% NC),6300,85.9,73.8,95,FALSE
C-17,F117-PW-100,Max rated thrust (95% NC),8000,83.4,70.8,95,FALSE
C-17,F117-PW-100,Max rated thrust (95% NC),10000,80.8,67.6,95,FALSE
C-17,F117-PW-100,Max rated thrust (95% NC),12500,78.1,64.3,95,FALSE
C-17,F117-PW-100,Max rated thrust (95% NC),16000,75.2,60.8,95,FALSE
C-17,F117-PW-100,Max rated thrust (95% NC),20000,72.2,57.2,95,FALSE
C-17,F117-PW-100,Max rated thrust (95% NC),25000,69,53.4,95,FALSE
C-20,SPEYMK511-8,Takeoff (14000 lbs.),200,121.6,119.8,14000,TRUE
C-20,SPEYMK511-8,Takeoff (14000 lbs.),250,120.1,117.7,14000,TRUE
C-20,SPEYMK511-8,Takeoff (14000 lbs.),315,118.6,115.6,14000,TRUE
C-20,SPEYMK511-8,Takeoff (14000 lbs.),400,117.1,113.4,14000,TRUE
C-20,SPEYMK511-8,Takeoff (14000 lbs.),500,115.5,111.2,14000,TRUE
C-20,SPEYMK511-8,Takeoff (14000 lbs.),630,113.9,109,14000,TRUE
C-20,SPEYMK511-8,Takeoff (14000 lbs.),800,112.2,106.8,14000,TRUE
C-20,SPEYMK511-8,Takeoff (14000 lbs.),1000,110.5,104.5,14000,TRUE
C-20,SPEYMK511-8,Takeoff (14000 lbs.),1250,108.7,102.1,14000,TRUE
C-20,SPEYMK511-8,Takeoff (14000 lbs.),1600,106.9,99.7,14000,TRUE
C-20,SPEYMK511-8,Takeoff (14000 lbs.),2000,105,97.2,14000,TRUE
C-20,SPEYMK511-8,Takeoff (14000 lbs.),2500,103,94.6,14000,TRUE
C-20,SPEYMK511-8,Takeoff (14000 lbs.),3150,101,91.9,14000,TRUE
C-20,SPEYMK511-8,Takeoff (14000 lbs.),4000,98.8,89.1,14000,TRUE
C-20,SPEYMK511-8,Takeoff (14000 lbs.),5000,96.5,86.3,14000,TRUE
C-20,SPEYMK511-8,Takeoff (14000 lbs.),6300,94.1,83.2,14000,TRUE
C-20,SPEYMK511-8,Takeoff (14000 lbs.),8000,91.5,80.1,14000,TRUE
C-20,SPEYMK511-8,Takeoff (14000 lbs.),10000,88.8,76.8,14000,TRUE
C-20,SPEYMK511-8,Takeoff (14000 lbs.),12500,86,73.4,14000,TRUE
C-20,SPEYMK511-8,Takeoff (14000 lbs.),16000,83,69.8,14000,TRUE
C-20,SPEYMK511-8,Takeoff (14000 lbs.),20000,79.9,66.1,14000,TRUE
C-20,SPEYMK511-8,Takeoff (14000 lbs.),25000,76.6,62.1,14000,TRUE
C-20,SPEYMK511-8,Cruise (3000 lbs.),200,100.2,97,3000,TRUE
C-20,SPEYMK511-8,Cruise (3000 lbs.),250,98.7,94.8,3000,TRUE
C-20,SPEYMK511-8,Cruise (3000 lbs.),315,97.1,92.7,3000,TRUE
C-20,SPEYMK511-8,Cruise (3000 lbs.),400,95.5,90.4,3000,TRUE
C-20,SPEYMK511-8,Cruise (3000 lbs.),500,93.8,88.2,3000,TRUE
C-20,SPEYMK511-8,Cruise (3000 lbs.),630,92.1,85.9,3000,TRUE
C-20,SPEYMK511-8,Cruise (3000 lbs.),800,90.3,83.5,3000,TRUE
C-20,SPEYMK511-8,Cruise (3000 lbs.),1000,88.5,81,3000,TRUE
C-20,SPEYMK511-8,Cruise (3000 lbs.),1250,86.6,78.6,3000,TRUE
C-20,SPEYMK511-8,Cruise (3000 lbs.),1600,84.7,76,3000,TRUE
C-20,SPEYMK511-8,Cruise (3000 lbs.),2000,82.6,73.4,3000,TRUE
C-20,SPEYMK511-8,Cruise (3000 lbs.),2500,80.5,70.7,3000,TRUE
C-20,SPEYMK511-8,Cruise (3000 lbs.),3150,78.3,67.9,3000,TRUE
C-20,SPEYMK511-8,Cruise (3000 lbs.),4000,76.1,65,3000,TRUE
C-20,SPEYMK511-8,Cruise (3000 lbs.),5000,73.6,62,3000,TRUE
C-20,SPEYMK511-8,Cruise (3000 lbs.),6300,71.1,58.8,3000,TRUE
C-20,SPEYMK511-8,Cruise (3000 lbs.),8000,68.4,55.5,3000,TRUE
C-20,SPEYMK511-8,Cruise (3000 lbs.),10000,65.5,52.1,3000,TRUE
C-20,SPEYMK511-8,Cruise (3000 lbs.),12500,62.5,48.4,3000,TRUE
C-20,SPEYMK511-8,Cruise (3000 lbs.),16000,59.2,44.5,3000,TRUE
C-20,SPEYMK511-8,Cruise (3000 lbs.),20000,55.7,40.5,3000,TRUE
C-20,SPEYMK511-8,Cruise (3000 lbs.),25000,52,36.1,3000,TRUE
C-20,SPEYMK511-8,Cruise (6000 lbs.),200,104.7,101.5,6000,TRUE
C-20,SPEYMK511-8,Cruise (6000 lbs.),250,103.2,99.3,6000,TRUE
C-20,SPEYMK511-8,Cruise (6000 lbs.),315,101.6,97.2,6000,TRUE
C-20,SPEYMK511-8,Cruise (6000 lbs.),400,100,94.9,6000,TRUE
C-20,SPEYMK511-8,Cruise (6000 lbs.),500,98.3,92.7,6000,TRUE
C-20,SPEYMK511-8,Cruise (6000 lbs.),630,96.6,90.4,6000,TRUE
C-20,SPEYMK511-8,Cruise (6000 lbs.),800,94.8,88,6000,TRUE
C-20,SPEYMK511-8,Cruise (6000 lbs.),1000,93,85.5,6000,TRUE
C-20,SPEYMK511-8,Cruise (6000 lbs.),1250,91.1,83.1,6000,TRUE
C-20,SPEYMK511-8,Cruise (6000 lbs.),1600,89.2,80.5,6000,TRUE
C-20,SPEYMK511-8,Cruise (6000 lbs.),2000,87.1,77.9,6000,TRUE
C-20,SPEYMK511-8,Cruise (6000 lbs.),2500,85,75.2,6000,TRUE
C-20,SPEYMK511-8,Cruise (6000 lbs.),3150,82.8,72.4,6000,TRUE
C-20,SPEYMK511-8,Cruise (6000 lbs.),4000,80.6,69.5,6000,TRUE
C-20,SPEYMK511-8,Cruise (6000 lbs.),5000,78.1,66.5,6000,TRUE
C-20,SPEYMK511-8,Cruise (6000 lbs.),6300,75.6,63.3,6000,TRUE
C-20,SPEYMK511-8,Cruise (6000 lbs.),8000,72.9,60,6000,TRUE
C-20,SPEYMK511-8,Cruise (6000 lbs.),10000,70,56.6,6000,TRUE
C-20,SPEYMK511-8,Cruise (6000 lbs.),12500,67,52.9,6000,TRUE
C-20,SPEYMK511-8,Cruise (6000 lbs.),16000,63.7,49,6000,TRUE
C-20,SPEYMK511-8,Cruise (6000 lbs.),20000,60.2,45,6000,TRUE
C-20,SPEYMK511-8,Cruise (6000 lbs.),25000,56.5,40.6,6000,TRUE
C-5A,TF39-GE-1A,Cruise (2.48 EPR),200,120,117.9,2.48,FALSE
C-5A,TF39-GE-1A,Cruise (2.48 EPR),250,118.4,115.7,2.48,FALSE
C-5A,TF39-GE-1A,Cruise (2.48 EPR),315,116.7,113.4,2.48,FALSE
C-5A,TF39-GE-1A,Cruise (2.48 EPR),400,115,111.1,2.48,FALSE
C-5A,TF39-GE-1A,Cruise (2.48 EPR),500,113.1,108.7,2.48,FALSE
C-5A,TF39-GE-1A,Cruise (2.48 EPR),630,111.3,106.2,2.48,FALSE
C-5A,TF39-GE-1A,Cruise (2.48 EPR),800,109.3,103.6,2.48,FALSE
C-5A,TF39-GE-1A,Cruise (2.48 EPR),1000,107.2,101,2.48,FALSE
C-5A,TF39-GE-1A,Cruise (2.48 EPR),1250,105.1,98.2,2.48,FALSE
C-5A,TF39-GE-1A,Cruise (2.48 EPR),1600,102.8,95.3,2.48,FALSE
C-5A,TF39-GE-1A,Cruise (2.48 EPR),2000,100.3,92.2,2.48,FALSE
C-5A,TF39-GE-1A,Cruise (2.48 EPR),2500,97.6,88.9,2.48,FALSE
C-5A,TF39-GE-1A,Cruise (2.48 EPR),3150,94.7,85.4,2.48,FALSE
C-5A,TF39-GE-1A,Cruise (2.48 EPR),4000,91.4,81.5,2.48,FALSE
C-5A,TF39-GE-1A,Cruise (2.48 EPR),5000,87.8,77.3,2.48,FALSE
C-5A,TF39-GE-1A,Cruise (2.48 EPR),6300,83.6,72.5,2.48,FALSE
C-5A,TF39-GE-1A,Cruise (2.48 EPR),8000,78.9,67.2,2.48,FALSE
C-5A,TF39-GE-1A,Cruise (2.48 EPR),10000,73.4,61.1,2.48,FALSE
C-5A,TF39-GE-1A,Cruise (2.48 EPR),12500,67.2,54.3,2.48,FALSE
C-5A,TF39-GE-1A,Cruise (2.48 EPR),16000,60.3,46.9,2.48,FALSE
C-5A,TF39-GE-1A,Cruise (2.48 EPR),20000,53.7,39.6,2.48,FALSE
C-5A,TF39-GE-1A,Cruise (2.48 EPR),25000,48.2,33.5,2.48,FALSE
C-5A,TF39-GE-1A,Approach (3.00 EPR),200,122.5,122.6,3,FALSE
C-5A,TF39-GE-1A,Approach (3.00 EPR),250,120.9,120.4,3,FALSE
C-5A,TF39-GE-1A,Approach (3.00 EPR),315,119.2,118.1,3,FALSE
C-5A,TF39-GE-1A,Approach (3.00 EPR),400,117.5,115.8,3,FALSE
C-5A,TF39-GE-1A,Approach (3.00 EPR),500,115.7,113.4,3,FALSE
C-5A,TF39-GE-1A,Approach (3.00 EPR),630,113.8,110.9,3,FALSE
C-5A,TF39-GE-1A,Approach (3.00 EPR),800,111.8,108.2,3,FALSE
C-5A,TF39-GE-1A,Approach (3.00 EPR),1000,109.6,105.5,3,FALSE
C-5A,TF39-GE-1A,Approach (3.00 EPR),1250,107.3,102.6,3,FALSE
C-5A,TF39-GE-1A,Approach (3.00 EPR),1600,104.9,99.6,3,FALSE
C-5A,TF39-GE-1A,Approach (3.00 EPR),2000,102.2,96.3,3,FALSE
C-5A,TF39-GE-1A,Approach (3.00 EPR),2500,99.3,92.8,3,FALSE
C-5A,TF39-GE-1A,Approach (3.00 EPR),3150,96.1,89,3,FALSE
C-5A,TF39-GE-1A,Approach (3.00 EPR),4000,92.4,84.7,3,FALSE
C-5A,TF39-GE-1A,Approach (3.00 EPR),5000,88.2,79.9,3,FALSE
C-5A,TF39-GE-1A,Approach (3.00 EPR),6300,83.4,74.5,3,FALSE
C-5A,TF39-GE-1A,Approach (3.00 EPR),8000,77.8,68.3,3,FALSE
C-5A,TF39-GE-1A,Approach (3.00 EPR),10000,71.5,61.3,3,FALSE
C-5A,TF39-GE-1A,Approach (3.00 EPR),12500,64.5,53.8,3,FALSE
C-5A,TF39-GE-1A,Approach (3.00 EPR),16000,57.9,46.6,3,FALSE
C-5A,TF39-GE-1A,Approach (3.00 EPR),20000,52.6,40.7,3,FALSE
C-5A,TF39-GE-1A,Approach (3.00 EPR),25000,48.4,35.9,3,FALSE
C-5A,TF39-GE-1A,Intermediate (3.38),200,123.4,124.4,3.38,FALSE
C-5A,TF39-GE-1A,Intermediate (3.38),250,121.8,122.1,3.38,FALSE
C-5A,TF39-GE-1A,Intermediate (3.38),315,120.1,119.8,3.38,FALSE
C-5A,TF39-GE-1A,Intermediate (3.38),400,118.3,117.5,3.38,FALSE
C-5A,TF39-GE-1A,Intermediate (3.38),500,116.5,115,3.38,FALSE
C-5A,TF39-GE-1A,Intermediate (3.38),630,114.5,112.5,3.38,FALSE
C-5A,TF39-GE-1A,Intermediate (3.38),800,112.5,109.8,3.38,FALSE
C-5A,TF39-GE-1A,Intermediate (3.38),1000,110.3,107,3.38,FALSE
C-5A,TF39-GE-1A,Intermediate (3.38),1250,108,104.1,3.38,FALSE
C-5A,TF39-GE-1A,Intermediate (3.38),1600,105.5,101,3.38,FALSE
C-5A,TF39-GE-1A,Intermediate (3.38),2000,102.8,97.7,3.38,FALSE
C-5A,TF39-GE-1A,Intermediate (3.38),2500,99.8,94.1,3.38,FALSE
C-5A,TF39-GE-1A,Intermediate (3.38),3150,96.5,90.2,3.38,FALSE
C-5A,TF39-GE-1A,Intermediate (3.38),4000,92.6,85.8,3.38,FALSE
C-5A,TF39-GE-1A,Intermediate (3.38),5000,88.3,80.8,3.38,FALSE
C-5A,TF39-GE-1A,Intermediate (3.38),6300,83.2,75.1,3.38,FALSE
C-5A,TF39-GE-1A,Intermediate (3.38),8000,77.4,68.7,3.38,FALSE
C-5A,TF39-GE-1A,Intermediate (3.38),10000,70.8,61.5,3.38,FALSE
C-5A,TF39-GE-1A,Intermediate (3.38),12500,64.1,54.2,3.38,FALSE
C-5A,TF39-GE-1A,Intermediate (3.38),16000,58.6,48.1,3.38,FALSE
C-5A,TF39-GE-1A,Intermediate (3.38),20000,54.4,43.4,3.38,FALSE
C-5A,TF39-GE-1A,Intermediate (3.38),25000,50.8,39.1,3.38,FALSE
C-5A,TF39-GE-1A,Intermediate military power (4.00 EPR),200,126.1,123.7,4,FALSE
C-5A,TF39-GE-1A,Intermediate military power (4.00 EPR),250,124.4,121.4,4,FALSE
C-5A,TF39-GE-1A,Intermediate military power (4.00 EPR),315,122.7,119.1,4,FALSE
C-5A,TF39-GE-1A,Intermediate military power (4.00 EPR),400,120.9,116.7,4,FALSE
C-5A,TF39-GE-1A,Intermediate military power (4.00 EPR),500,119,114.2,4,FALSE
C-5A,TF39-GE-1A,Intermediate military power (4.00 EPR),630,117,111.6,4,FALSE
C-5A,TF39-GE-1A,Intermediate military power (4.00 EPR),800,114.9,108.9,4,FALSE
C-5A,TF39-GE-1A,Intermediate military power (4.00 EPR),1000,112.7,106.1,4,FALSE
C-5A,TF39-GE-1A,Intermediate military power (4.00 EPR),1250,110.4,103.2,4,FALSE
C-5A,TF39-GE-1A,Intermediate military power (4.00 EPR),1600,107.9,100.1,4,FALSE
