ac,eng,power,Dist ft.,SEL A-G (dB),ALM A-G (dB),ps_num,retired
F-8,J57-P-20,Cruise (92.3% RPM),2500,90.6,81.1,92.3,TRUE
F-8,J57-P-20,Cruise (92.3% RPM),3150,88.1,78.1,92.3,TRUE
F-8,J57-P-20,Cruise (92.3% RPM),4000,85.6,74.9,92.3,TRUE
F-8,J57-P-20,Cruise (92.3% RPM),5000,82.9,71.6,92.3,TRUE
F-8,J57-P-20,Cruise (92.3% RPM),6300,80,68.1,92.3,TRUE
F-8,J57-P-20,Cruise (92.3% RPM),8000,77,64.5,92.3,TRUE
F-8,J57-P-20,Cruise (92.3% RPM),10000,73.7,60.7,92.3,TRUE
F-8,J57-P-20,Cruise (92.3% RPM),12500,70.3,56.6,92.3,TRUE
F-8,J57-P-20,Cruise (92.3% RPM),16000,66.7,52.4,92.3,TRUE
F-8,J57-P-20,Cruise (92.3% RPM),20000,62.8,47.9,92.3,TRUE
F-8,J57-P-20,Cruise (92.3% RPM),25000,58.7,43.2,92.3,TRUE
F-8,J57-P-20,Takeoff (94.5% RPM),200,117.8,113,94.5,TRUE
F-8,J57-P-20,Takeoff (94.5% RPM),250,116.2,110.9,94.5,TRUE
F-8,J57-P-20,Takeoff (94.5% RPM),315,114.6,108.7,94.5,TRUE
F-8,J57-P-20,Takeoff (94.5% RPM),400,112.9,106.4,94.5,TRUE
F-8,J57-P-20,Takeoff (94.5% RPM),500,111.2,104.1,94.5,TRUE
F-8,J57-P-20,Takeoff (94.5% RPM),630,109.5,101.7,94.5,TRUE
F-8,J57-P-20,Takeoff (94.5% RPM),800,107.6,99.3,94.5,TRUE
F-8,J57-P-20,Takeoff (94.5% RPM),1000,105.7,96.8,94.5,TRUE
F-8,J57-P-20,Takeoff (94.5% RPM),1250,103.7,94.2,94.5,TRUE
F-8,J57-P-20,Takeoff (94.5% RPM),1600,101.7,91.6,94.5,TRUE
F-8,J57-P-20,Takeoff (94.5% RPM),2000,99.5,88.8,94.5,TRUE
F-8,J57-P-20,Takeoff (94.5% RPM),2500,97.2,85.9,94.5,TRUE
F-8,J57-P-20,Takeoff (94.5% RPM),3150,94.9,82.9,94.5,TRUE
F-8,J57-P-20,Takeoff (94.5% RPM),4000,92.4,79.8,94.5,TRUE
F-8,J57-P-20,Takeoff (94.5% RPM),5000,89.8,76.6,94.5,TRUE
F-8,J57-P-20,Takeoff (94.5% RPM),6300,87,73.3,94.5,TRUE
F-8,J57-P-20,Takeoff (94.5% RPM),8000,84.2,69.9,94.5,TRUE
F-8,J57-P-20,Takeoff (94.5% RPM),10000,81.2,66.3,94.5,TRUE
F-8,J57-P-20,Takeoff (94.5% RPM),12500,78.1,62.5,94.5,TRUE
F-8,J57-P-20,Takeoff (94.5% RPM),16000,74.7,58.6,94.5,TRUE
F-8,J57-P-20,Takeoff (94.5% RPM),20000,71.2,54.4,94.5,TRUE
F-8,J57-P-20,Takeoff (94.5% RPM),25000,67.4,50,94.5,TRUE
F-8,J57-P-20,Afterburner (95% RPM),200,128.8,125.9,95,TRUE
F-8,J57-P-20,Afterburner (95% RPM),250,127.3,123.7,95,TRUE
F-8,J57-P-20,Afterburner (95% RPM),315,125.7,121.5,95,TRUE
F-8,J57-P-20,Afterburner (95% RPM),400,124,119.3,95,TRUE
F-8,J57-P-20,Afterburner (95% RPM),500,122.3,117,95,TRUE
F-8,J57-P-20,Afterburner (95% RPM),630,120.6,114.7,95,TRUE
F-8,J57-P-20,Afterburner (95% RPM),800,118.8,112.3,95,TRUE
F-8,J57-P-20,Afterburner (95% RPM),1000,117,109.9,95,TRUE
F-8,J57-P-20,Afterburner (95% RPM),1250,115.2,107.4,95,TRUE
F-8,J57-P-20,Afterburner (95% RPM),1600,113.2,104.9,95,TRUE
F-8,J57-P-20,Afterburner (95% RPM),2000,111.2,102.3,95,TRUE
F-8,J57-P-20,Afterburner (95% RPM),2500,109.1,99.6,95,TRUE
F-8,J57-P-20,Afterburner (95% RPM),3150,107,96.9,95,TRUE
F-8,J57-P-20,Afterburner (95% RPM),4000,104.7,94,95,TRUE
F-8,J57-P-20,Afterburner (95% RPM),5000,102.3,90.9,95,TRUE
F-8,J57-P-20,Afterburner (95% RPM),6300,99.7,87.8,95,TRUE
F-8,J57-P-20,Afterburner (95% RPM),8000,97,84.5,95,TRUE
F-8,J57-P-20,Afterburner (95% RPM),10000,94.1,80.9,95,TRUE
F-8,J57-P-20,Afterburner (95% RPM),12500,90.9,77.2,95,TRUE
F-8,J57-P-20,Afterburner (95% RPM),16000,87.6,73.3,95,TRUE
F-8,J57-P-20,Afterburner (95% RPM),20000,84,69,95,TRUE
F-8,J57-P-20,Afterburner (95% RPM),25000,80,64.5,95,TRUE
MU-3001,JT15D-5,Cruise (1500 lbs.),200,104.3,99.2,1500,TRUE
MU-3001,JT15D-5,Cruise (1500 lbs.),250,102.8,97.1,1500,TRUE
MU-3001,JT15D-5,Cruise (1500 lbs.),315,101.3,95,1500,TRUE
MU-3001,JT15D-5,Cruise (1500 lbs.),400,99.8,92.9,1500,TRUE
MU-3001,JT15D-5,Cruise (1500 lbs.),500,98.3,90.8,1500,TRUE
MU-3001,JT15D-5,Cruise (1500 lbs.),630,96.7,88.6,1500,TRUE
MU-3001,JT15D-5,Cruise (1500 lbs.),800,95.1,86.4,1500,TRUE
MU-3001,JT15D-5,Cruise (1500 lbs.),1000,93.4,84.1,1500,TRUE
MU-3001,JT15D-5,Cruise (1500 lbs.),1250,91.7,81.8,1500,TRUE
MU-3001,JT15D-5,Cruise (1500 lbs.),1600,89.9,79.4,1500,TRUE
MU-3001,JT15D-5,Cruise (1500 lbs.),2000,88,77,1500,TRUE
MU-3001,JT15D-5,Cruise (1500 lbs.),2500,86,74.4,1500,TRUE
MU-3001,JT15D-5,Cruise (1500 lbs.),3150,84,71.7,1500,TRUE
MU-3001,JT15D-5,Cruise (1500 lbs.),4000,81.7,68.9,1500,TRUE
MU-3001,JT15D-5,Cruise (1500 lbs.),5000,79.4,65.9,1500,TRUE
MU-3001,JT15D-5,Cruise (1500 lbs.),6300,76.8,62.8,1500,TRUE
MU-3001,JT15D-5,Cruise (1500 lbs.),8000,74.1,59.5,1500,TRUE
MU-3001,JT15D-5,Cruise (1500 lbs.),10000,71.2,55.9,1500,TRUE
MU-3001,JT15D-5,Cruise (1500 lbs.),12500,68,52.1,1500,TRUE
MU-3001,JT15D-5,Cruise (1500 lbs.),16000,64.6,48.1,1500,TRUE
MU-3001,JT15D-5,Cruise (1500 lbs.),20000,60.9,43.8,1500,TRUE
MU-3001,JT15D-5,Cruise (1500 lbs.),25000,56.8,39.2,1500,TRUE
MU-3001,JT15D-5,Takeoff (2100 lbs.),200,107.6,102.7,2100,TRUE
MU-3001,JT15D-5,Takeoff (2100 lbs.),250,106.1,100.6,2100,TRUE
MU-3001,JT15D-5,Takeoff (2100 lbs.),315,104.6,98.5,2100,TRUE
MU-3001,JT15D-5,Takeoff (2100 lbs.),400,103.1,96.4,2100,TRUE
MU-3001,JT15D-5,Takeoff (2100 lbs.),500,101.6,94.3,2100,TRUE
MU-3001,JT15D-5,Takeoff (2100 lbs.),630,100,92.1,2100,TRUE
MU-3001,JT15D-5,Takeoff (2100 lbs.),800,98.4,89.9,2100,TRUE
MU-3001,JT15D-5,Takeoff (2100 lbs.),1000,96.8,87.7,2100,TRUE
MU-3001,JT15D-5,Takeoff (2100 lbs.),1250,95.1,85.4,2100,TRUE
MU-3001,JT15D-5,Takeoff (2100 lbs.),1600,93.3,83,2100,TRUE
MU-3001,JT15D-5,Takeoff (2100 lbs.),2000,91.5,80.6,2100,TRUE
MU-3001,JT15D-5,Takeoff (2100 lbs.),2500,89.5,78,2100,TRUE
MU-3001,JT15D-5,Takeoff (2100 lbs.),3150,87.5,75.4,2100,TRUE
MU-3001,JT15D-5,Takeoff (2100 lbs.),4000,85.3,72.6,2100,TRUE
MU-3001,JT15D-5,Takeoff (2100 lbs.),5000,82.9,69.6,2100,TRUE
MU-3001,JT15D-5,Takeoff (2100 lbs.),6300,80.4,66.5,2100,TRUE
MU-3001,JT15D-5,Takeoff (2100 lbs.),8000,77.6,63.1,2100,TRUE
MU-3001,JT15D-5,Takeoff (2100 lbs.),10000,74.7,59.6,2100,TRUE
MU-3001,JT15D-5,Takeoff (2100 lbs.),12500,71.4,55.7,2100,TRUE
MU-3001,JT15D-5,Takeoff (2100 lbs.),16000,67.9,51.7,2100,TRUE
MU-3001,JT15D-5,Takeoff (2100 lbs.),20000,64.2,47.3,2100,TRUE
MU-3001,JT15D-5,Takeoff (2100 lbs.),25000,60.1,42.6,2100,TRUE
MU-3001,JT15D-5,Landing (670 lbs.),200,92.3,88.7,670,TRUE
MU-3001,JT15D-5,Landing (670 lbs.),250,90.6,86.3,670,TRUE
MU-3001,JT15D-5,Landing (670 lbs.),315,88.8,83.9,670,TRUE
MU-3001,JT15D-5,Landing (670 lbs.),400,86.9,81.4,670,TRUE
MU-3001,JT15D-5,Landing (670 lbs.),500,84.9,78.8,670,TRUE
MU-3001,JT15D-5,Landing (670 lbs.),630,82.8,76.2,670,TRUE
MU-3001,JT15D-5,Landing (670 lbs.),800,80.7,73.4,670,TRUE
MU-3001,JT15D-5,Landing (670 lbs.),1000,78.4,70.5,670,TRUE
MU-3001,JT15D-5,Landing (670 lbs.),1250,76,67.6,670,TRUE
MU-3001,JT15D-5,Landing (670 lbs.),1600,73.6,64.5,670,TRUE
MU-3001,JT15D-5,Landing (670 lbs.),2000,71.1,61.4,670,TRUE
MU-3001,JT15D-5,Landing (670 lbs.),2500,68.6,58.3,670,TRUE
MU-3001,JT15D-5,Landing (670 lbs.),3150,66,55.1,670,TRUE
MU-3001,JT15D-5,Landing (670 lbs.),4000,63.3,51.9,670,TRUE
MU-3001,JT15D-5,Landing (670 lbs.),5000,60.7,48.6,670,TRUE
MU-3001,JT15D-5,Landing (670 lbs.),6300,57.9,45.2,670,TRUE
MU-3001,JT15D-5,Landing (670 lbs.),8000,55.1,41.8,670,TRUE
MU-3001,JT15D-5,Landing (670 lbs.),10000,52.1,38.3,670,TRUE
MU-3001,JT15D-5,Landing (670 lbs.),12500,49,34.5,670,TRUE
MU-3001,JT15D-5,Landing (670 lbs.),16000,45.7,30.6,670,TRUE
MU-3001,JT15D-5,Landing (670 lbs.),20000,42.2,26.5,670,TRUE
MU-3001,JT15D-5,Landing (670 lbs.),25000,38.3,22,670,TRUE
OV-10A,T76-G-416/417,Takeoff (100% RPM),200,101,100.1,100,TRUE
OV-10A,T76-G-416/417,Takeoff (100% RPM),250,99.5,98.1,100,TRUE
OV-10A,T76-G-416/417,Takeoff (100% RPM),315,98.1,96,100,TRUE
OV-10A,T76-G-416/417,Takeoff (100% RPM),400,96.6,93.9,100,TRUE
OV-10A,T76-G-416/417,Takeoff (100% RPM),500,95.1,91.9,100,TRUE
OV-10A,T76-G-416/417,Takeoff (100% RPM),630,93.6,89.8,100,TRUE
OV-10A,T76-G-416/417,Takeoff (100% RPM),800,92.1,87.6,100,TRUE
OV-10A,T76-G-416/417,Takeoff (100% RPM),1000,90.5,85.5,100,TRUE
OV-10A,T76-G-416/417,Takeoff (100% RPM),1250,88.9,83.3,100,TRUE
OV-10A,T76-G-416/417,Takeoff (100% RPM),1600,87.3,81,100,TRUE
OV-10A,T76-G-416/417,Takeoff (100% RPM),2000,85.6,78.7,100,TRUE
OV-10A,T76-G-416/417,Takeoff (100% RPM),2500,83.8,76.4,100,TRUE
OV-10A,T76-G-416/417,Takeoff (100% RPM),3150,82,73.9,100,TRUE
OV-10A,T76-G-416/417,Takeoff (100% RPM),4000,80,71.4,100,TRUE
OV-10A,T76-G-416/417,Takeoff (100% RPM),5000,77.9,68.7,100,TRUE
OV-10A,T76-G-416/417,Takeoff (100% RPM),6300,75.7,65.8,100,TRUE
OV-10A,T76-G-416/417,Takeoff (100% RPM),8000,73.3,62.8,100,TRUE
OV-10A,T76-G-416/417,Takeoff (100% RPM),10000,70.6,59.6,100,TRUE
OV-10A,T76-G-416/417,Takeoff (100% RPM),12500,67.8,56.1,100,TRUE
OV-10A,T76-G-416/417,Takeoff (100% RPM),16000,64.6,52.3,100,TRUE
OV-10A,T76-G-416/417,Takeoff (100% RPM),20000,61.1,48.2,100,TRUE
OV-10A,T76-G-416/417,Takeoff (100% RPM),25000,57.3,43.8,100,TRUE
OV-10A,T76-G-416/417,Approach (97% RPM),200,97,95.4,97,TRUE
OV-10A,T76-G-416/417,Approach (97% RPM),250,95.6,93.4,97,TRUE
OV-10A,T76-G-416/417,Approach (97% RPM),315,94.1,91.3,97,TRUE
OV-10A,T76-G-416/417,Approach (97% RPM),400,92.7,89.2,97,TRUE
OV-10A,T76-G-416/417,Approach (97% RPM),500,91.2,87.1,97,TRUE
OV-10A,T76-G-416/417,Approach (97% RPM),630,89.7,85,97,TRUE
OV-10A,T76-G-416/417,Approach (97% RPM),800,88.1,82.9,97,TRUE
OV-10A,T76-G-416/417,Approach (97% RPM),1000,86.6,80.7,97,TRUE
OV-10A,T76-G-416/417,Approach (97% RPM),1250,85,78.5,97,TRUE
OV-10A,T76-G-416/417,Approach (97% RPM),1600,83.3,76.3,97,TRUE
OV-10A,T76-G-416/417,Approach (97% RPM),2000,81.6,73.9,97,TRUE
OV-10A,T76-G-416/417,Approach (97% RPM),2500,79.8,71.6,97,TRUE
OV-10A,T76-G-416/417,Approach (97% RPM),3150,78,69.1,97,TRUE
OV-10A,T76-G-416/417,Approach (97% RPM),4000,76,66.6,97,TRUE
OV-10A,T76-G-416/417,Approach (97% RPM),5000,73.9,63.9,97,TRUE
OV-10A,T76-G-416/417,Approach (97% RPM),6300,71.7,61.1,97,TRUE
OV-10A,T76-G-416/417,Approach (97% RPM),8000,69.3,58.1,97,TRUE
OV-10A,T76-G-416/417,Approach (97% RPM),10000,66.8,54.9,97,TRUE
OV-10A,T76-G-416/417,Approach (97% RPM),12500,63.9,51.5,97,TRUE
OV-10A,T76-G-416/417,Approach (97% RPM),16000,60.8,47.8,97,TRUE
OV-10A,T76-G-416/417,Approach (97% RPM),20000,57.4,43.8,97,TRUE
OV-10A,T76-G-416/417,Approach (97% RPM),25000,53.6,39.4,97,TRUE
P-3A,T56-A-14,Cruise (2000 ESHP),200,104.4,102.4,2000,FALSE
P-3A,T56-A-14,Cruise (2000 ESHP),250,102.8,100.2,2000,FALSE
P-3A,T56-A-14,Cruise (2000 ESHP),315,101.2,98,2000,FALSE
P-3A,T56-A-14,Cruise (2000 ESHP),400,99.5,95.7,2000,FALSE
P-3A,T56-A-14,Cruise (2000 ESHP),500,97.7,93.3,2000,FALSE
P-3A,T56-A-14,Cruise (2000 ESHP),630,96,91,2000,FALSE
P-3A,T56-A-14,Cruise (2000 ESHP),800,94.1,88.5,2000,FALSE
P-3A,T56-A-14,Cruise (2000 ESHP),1000,92.2,86,2000,FALSE
P-3A,T56-A-14,Cruise (2000 ESHP),1250,90.2,83.5,2000,FALSE
P-3A,T56-A-14,Cruise (2000 ESHP),1600,88.2,80.8,2000,FALSE
P-3A,T56-A-14,Cruise (2000 ESHP),2000,86.2,78.2,2000,FALSE
P-3A,T56-A-14,Cruise (2000 ESHP),2500,84,75.4,2000,FALSE
P-3A,T56-A-14,Cruise (2000 ESHP),3150,81.9,72.7,2000,FALSE
P-3A,T56-A-14,Cruise (2000 ESHP),4000,79.7,69.9,2000,FALSE
P-3A,T56-A-14,Cruise (2000 ESHP),5000,77.5,67.1,2000,FALSE
P-3A,T56-A-14,Cruise (2000 ESHP),6300,75.2,64.2,2000,FALSE
P-3A,T56-A-14,Cruise (2000 ESHP),8000,72.8,61.2,2000,FALSE
P-3A,T56-A-14,Cruise (2000 ESHP),10000,70.4,58.2,2000,FALSE
P-3A,T56-A-14,Cruise (2000 ESHP),12500,67.8,55,2000,FALSE
P-3A,T56-A-14,Cruise (2000 ESHP),16000,65.2,51.8,2000,FALSE
P-3A,T56-A-14,Cruise (2000 ESHP),20000,62.3,48.3,2000,FALSE
P-3A,T56-A-14,Cruise (2000 ESHP),25000,59.2,44.6,2000,FALSE
P-3A,T56-A-14,Takeoff (3875 ESHP),200,105.5,103.9,3875,FALSE
P-3A,T56-A-14,Takeoff (3875 ESHP),250,103.9,101.7,3875,FALSE
P-3A,T56-A-14,Takeoff (3875 ESHP),315,102.3,99.5,3875,FALSE
P-3A,T56-A-14,Takeoff (3875 ESHP),400,100.6,97.2,3875,FALSE
P-3A,T56-A-14,Takeoff (3875 ESHP),500,98.9,94.9,3875,FALSE
P-3A,T56-A-14,Takeoff (3875 ESHP),630,97.1,92.5,3875,FALSE
P-3A,T56-A-14,Takeoff (3875 ESHP),800,95.4,90.1,3875,FALSE
P-3A,T56-A-14,Takeoff (3875 ESHP),1000,93.5,87.7,3875,FALSE
P-3A,T56-A-14,Takeoff (3875 ESHP),1250,91.7,85.2,3875,FALSE
P-3A,T56-A-14,Takeoff (3875 ESHP),1600,89.8,82.7,3875,FALSE
P-3A,T56-A-14,Takeoff (3875 ESHP),2000,87.8,80.2,3875,FALSE
P-3A,T56-A-14,Takeoff (3875 ESHP),2500,85.9,77.7,3875,FALSE
P-3A,T56-A-14,Takeoff (3875 ESHP),3150,84,75.1,3875,FALSE
P-3A,T56-A-14,Takeoff (3875 ESHP),4000,82,72.6,3875,FALSE
P-3A,T56-A-14,Takeoff (3875 ESHP),5000,80,70,3875,FALSE
P-3A,T56-A-14,Takeoff (3875 ESHP),6300,77.9,67.3,3875,FALSE
P-3A,T56-A-14,Takeoff (3875 ESHP),8000,75.8,64.6,3875,FALSE
P-3A,T56-A-14,Takeoff (3875 ESHP),10000,73.6,61.8,3875,FALSE
P-3A,T56-A-14,Takeoff (3875 ESHP),12500,71.3,58.9,3875,FALSE
P-3A,T56-A-14,Takeoff (3875 ESHP),16000,68.8,55.8,3875,FALSE
P-3A,T56-A-14,Takeoff (3875 ESHP),20000,66.2,52.6,3875,FALSE
P-3A,T56-A-14,Takeoff (3875 ESHP),25000,63.3,49.1,3875,FALSE
P-3A,T56-A-14,Approach (900 ESHP),200,95.3,91.3,900,FALSE
P-3A,T56-A-14,Approach (900 ESHP),250,93.8,89.2,900,FALSE
P-3A,T56-A-14,Approach (900 ESHP),315,92.2,87.1,900,FALSE
P-3A,T56-A-14,Approach (900 ESHP),400,90.7,85,900,FALSE
P-3A,T56-A-14,Approach (900 ESHP),500,89.1,82.8,900,FALSE
P-3A,T56-A-14,Approach (900 ESHP),630,87.5,80.6,900,FALSE
P-3A,T56-A-14,Approach (900 ESHP),800,85.9,78.4,900,FALSE
P-3A,T56-A-14,Approach (900 ESHP),1000,84.3,76.1,900,FALSE
P-3A,T56-A-14,Approach (900 ESHP),1250,82.6,73.8,900,FALSE
P-3A,T56-A-14,Approach (900 ESHP),1600,80.9,71.5,900,FALSE
P-3A,T56-A-14,Approach (900 ESHP),2000,79.1,69.2,900,FALSE
P-3A,T56-A-14,Approach (900 ESHP),2500,77.3,66.8,900,FALSE
P-3A,T56-A-14,Approach (900 ESHP),3150,75.5,64.4,900,FALSE
P-3A,T56-A-14,Approach (900 ESHP),4000,73.7,61.9,900,FALSE
P-3A,T56-A-14,Approach (900 ESHP),5000,71.8,59.4,900,FALSE
P-3A,T56-A-14,Approach (900 ESHP),6300,69.8,56.9,900,FALSE
P-3A,T56-A-14,Approach (900 ESHP),8000,67.8,54.3,900,FALSE
P-3A,T56-A-14,Approach (900 ESHP),10000,65.8,51.7,900,FALSE
P-3A,T56-A-14,Approach (900 ESHP),12500,63.7,48.9,900,FALSE
P-3A,T56-A-14,Approach (900 ESHP),16000,61.4,46.1,900,FALSE
P-3A,T56-A-14,Approach (900 ESHP),20000,59,43.1,900,FALSE
P-3A,T56-A-14,Approach (900 ESHP),25000,56.5,39.9,900,FALSE
P-3C,T56-A-14,Cruise (1200 ESHP),200,98.2,96.9,1200,FALSE
P-3C,T56-A-14,Cruise (1200 ESHP),250,96.7,94.8,1200,FALSE
P-3C,T56-A-14,Cruise (1200 ESHP),315,95.1,92.6,1200,FALSE
P-3C,T56-A-14,Cruise (1200 ESHP),400,93.5,90.3,1200,FALSE
P-3C,T56-A-14,Cruise (1200 ESHP),500,91.8,88,1200,FALSE
P-3C,T56-A-14,Cruise (1200 ESHP),630,90,85.7,1200,FALSE
P-3C,T56-A-14,Cruise (1200 ESHP),800,88.2,83.2,1200,FALSE
P-3C,T56-A-14,Cruise (1200 ESHP),1000,86.2,80.7,1200,FALSE
P-3C,T56-A-14,Cruise (1200 ESHP),1250,84.2,78,1200,FALSE
P-3C,T56-A-14,Cruise (1200 ESHP),1600,82,75.2,1200,FALSE
P-3C,T56-A-14,Cruise (1200 ESHP),2000,79.6,72.3,1200,FALSE
P-3C,T56-A-14,Cruise (1200 ESHP),2500,77.1,69.1,1200,FALSE
P-3C,T56-A-14,Cruise (1200 ESHP),3150,74.3,65.8,1200,FALSE
P-3C,T56-A-14,Cruise (1200 ESHP),4000,71.3,62.2,1200,FALSE
P-3C,T56-A-14,Cruise (1200 ESHP),5000,68,58.3,1200,FALSE
P-3C,T56-A-14,Cruise (1200 ESHP),6300,64.5,54.2,1200,FALSE
P-3C,T56-A-14,Cruise (1200 ESHP),8000,60.8,49.9,1200,FALSE
P-3C,T56-A-14,Cruise (1200 ESHP),10000,57,45.5,1200,FALSE
P-3C,T56-A-14,Cruise (1200 ESHP),12500,53.2,41.1,1200,FALSE
P-3C,T56-A-14,Cruise (1200 ESHP),16000,49.5,36.8,1200,FALSE
P-3C,T56-A-14,Cruise (1200 ESHP),20000,45.9,32.6,1200,FALSE
P-3C,T56-A-14,Cruise (1200 ESHP),25000,42.3,28.4,1200,FALSE
P-3C,T56-A-14,Approach (1700 ESHP),200,99.7,94.9,1700,FALSE
P-3C,T56-A-14,Approach (1700 ESHP),250,98.2,92.8,1700,FALSE
P-3C,T56-A-14,Approach (1700 ESHP),315,96.6,90.7,1700,FALSE
P-3C,T56-A-14,Approach (1700 ESHP),400,95.1,88.5,1700,FALSE
P-3C,T56-A-14,Approach (1700 ESHP),500,93.4,86.3,1700,FALSE
P-3C,T56-A-14,Approach (1700 ESHP),630,91.8,84,1700,FALSE
P-3C,T56-A-14,Approach (1700 ESHP),800,90.1,81.7,1700,FALSE
P-3C,T56-A-14,Approach (1700 ESHP),1000,88.3,79.4,1700,FALSE
P-3C,T56-A-14,Approach (1700 ESHP),1250,86.5,77,1700,FALSE
P-3C,T56-A-14,Approach (1700 ESHP),1600,84.6,74.5,1700,FALSE
P-3C,T56-A-14,Approach (1700 ESHP),2000,82.7,72,1700,FALSE
P-3C,T56-A-14,Approach (1700 ESHP),2500,80.7,69.3,1700,FALSE
P-3C,T56-A-14,Approach (1700 ESHP),3150,78.6,66.7,1700,FALSE
P-3C,T56-A-14,Approach (1700 ESHP),4000,76.5,63.9,1700,FALSE
P-3C,T56-A-14,Approach (1700 ESHP),5000,74.3,61.1,1700,FALSE
P-3C,T56-A-14,Approach (1700 ESHP),6300,72,58.3,1700,FALSE
P-3C,T56-A-14,Approach (1700 ESHP),8000,69.7,55.3,1700,FALSE
P-3C,T56-A-14,Approach (1700 ESHP),10000,67.3,52.3,1700,FALSE
P-3C,T56-A-14,Approach (1700 ESHP),12500,64.8,49.3,1700,FALSE
P-3C,T56-A-14,Approach (1700 ESHP),16000,62.3,46.1,1700,FALSE
P-3C,T56-A-14,Approach (1700 ESHP),20000,59.6,42.9,1700,FALSE
P-3C,T56-A-14,Approach (1700 ESHP),25000,56.8,39.4,1700,FALSE
P-3C,T56-A-14,Intermediate (2500 ESHP),200,100.9,97.5,2500,FALSE
P-3C,T56-A-14,Intermediate (2500 ESHP),250,99.4,95.4,2500,FALSE
P-3C,T56-A-14,Intermediate (2500 ESHP),315,97.8,93.3,2500,FALSE
P-3C,T56-A-14,Intermediate (2500 ESHP),400,96.3,91.1,2500,FALSE
P-3C,T56-A-14,Intermediate (2500 ESHP),500,94.7,88.9,2500,FALSE
P-3C,T56-A-14,Intermediate (2500 ESHP),630,93.1,86.7,2500,FALSE
P-3C,T56-A-14,Intermediate (2500 ESHP),800,91.4,84.5,2500,FALSE
P-3C,T56-A-14,Intermediate (2500 ESHP),1000,89.7,82.2,2500,FALSE
P-3C,T56-A-14,Intermediate (2500 ESHP),1250,88,79.8,2500,FALSE
P-3C,T56-A-14,Intermediate (2500 ESHP),1600,86.2,77.4,2500,FALSE
P-3C,T56-A-14,Intermediate (2500 ESHP),2000,84.4,75,2500,FALSE
P-3C,T56-A-14,Intermediate (2500 ESHP),2500,82.5,72.5,2500,FALSE
P-3C,T56-A-14,Intermediate (2500 ESHP),3150,80.6,70,2500,FALSE
P-3C,T56-A-14,Intermediate (2500 ESHP),4000,78.6,67.4,2500,FALSE
P-3C,T56-A-14,Intermediate (2500 ESHP),5000,76.6,64.8,2500,FALSE
P-3C,T56-A-14,Intermediate (2500 ESHP),6300,74.5,62.1,2500,FALSE
P-3C,T56-A-14,Intermediate (2500 ESHP),8000,72.3,59.3,2500,FALSE
P-3C,T56-A-14,Intermediate (2500 ESHP),10000,70,56.5,2500,FALSE
P-3C,T56-A-14,Intermediate (2500 ESHP),12500,67.7,53.5,2500,FALSE
P-3C,T56-A-14,Intermediate (2500 ESHP),16000,65.2,50.4,2500,FALSE
P-3C,T56-A-14,Intermediate (2500 ESHP),20000,62.5,47.1,2500,FALSE
P-3C,T56-A-14,Intermediate (2500 ESHP),25000,59.6,43.6,2500,FALSE
P-3C,T56-A-14,Takeoff (3500 ESHP),200,103.4,100.6,3500,FALSE
P-3C,T56-A-14,Takeoff (3500 ESHP),250,101.9,98.5,3500,FALSE
P-3C,T56-A-14,Takeoff (3500 ESHP),315,100.4,96.4,3500,FALSE
P-3C,T56-A-14,Takeoff (3500 ESHP),400,98.8,94.2,3500,FALSE
P-3C,T56-A-14,Takeoff (3500 ESHP),500,97.2,92.1,3500,FALSE
P-3C,T56-A-14,Takeoff (3500 ESHP),630,95.6,89.8,3500,FALSE
P-3C,T56-A-14,Takeoff (3500 ESHP),800,94,87.6,3500,FALSE
P-3C,T56-A-14,Takeoff (3500 ESHP),1000,92.3,85.3,3500,FALSE
P-3C,T56-A-14,Takeoff (3500 ESHP),1250,90.6,83,3500,FALSE
P-3C,T56-A-14,Takeoff (3500 ESHP),1600,88.8,80.6,3500,FALSE
P-3C,T56-A-14,Takeoff (3500 ESHP),2000,87,78.2,3500,FALSE
P-3C,T56-A-14,Takeoff (3500 ESHP),2500,85.1,75.7,3500,FALSE
P-3C,T56-A-14,Takeoff (3500 ESHP),3150,83.2,73.2,3500,FALSE
P-3C,T56-A-14,Takeoff (3500 ESHP),4000,81.2,70.6,3500,FALSE
P-3C,T56-A-14,Takeoff (3500 ESHP),5000,79.2,68,3500,FALSE
P-3C,T56-A-14,Takeoff (3500 ESHP),6300,77.1,65.3,3500,FALSE
P-3C,T56-A-14,Takeoff (3500 ESHP),8000,74.9,62.5,3500,FALSE
P-3C,T56-A-14,Takeoff (3500 ESHP),10000,72.6,59.6,3500,FALSE
P-3C,T56-A-14,Takeoff (3500 ESHP),12500,70.3,56.7,3500,FALSE
P-3C,T56-A-14,Takeoff (3500 ESHP),16000,67.8,53.6,3500,FALSE
P-3C,T56-A-14,Takeoff (3500 ESHP),20000,65.1,50.3,3500,FALSE
P-3C,T56-A-14,Takeoff (3500 ESHP),25000,62.2,46.8,3500,FALSE
S-3A&B,TF34-GE-400A/B,Approach (69% NC),200,95,94.4,69,TRUE
S-3A&B,TF34-GE-400A/B,Approach (69% NC),250,93.3,92.1,69,TRUE
S-3A&B,TF34-GE-400A/B,Approach (69% NC),315,91.6,89.8,69,TRUE
S-3A&B,TF34-GE-400A/B,Approach (69% NC),400,89.8,87.4,69,TRUE
