,ac,eng,pwr,desc,unit,spd,dist,lmax,sel
F-18E&F,F414-GE-400,90.0,,% NC,160 kts.,200,125.8,127.4
F-18E&F,F414-GE-400,90.0,,% NC,160 kts.,250,123.6,125.80000000000001
F-18E&F,F414-GE-400,90.0,,% NC,160 kts.,315,121.4,124.25
F-18E&F,F414-GE-400,90.0,,% NC,160 kts.,400,119.2,122.6
F-18E&F,F414-GE-400,90.0,,% NC,160 kts.,500,116.95,120.95
F-18E&F,F414-GE-400,90.0,,% NC,160 kts.,630,114.55,119.15
F-18E&F,F414-GE-400,90.0,,% NC,160 kts.,800,112.2,117.4
F-18E&F,F414-GE-400,90.0,,% NC,160 kts.,1000,109.7,115.5
F-18E&F,F414-GE-400,90.0,,% NC,160 kts.,1250,107.15,113.6
F-18E&F,F414-GE-400,90.0,,% NC,160 kts.,1600,104.5,111.5
F-18E&F,F414-GE-400,90.0,,% NC,160 kts.,2000,101.8,109.4
F-18E&F,F414-GE-400,90.0,,% NC,160 kts.,2500,98.95,107.15
F-18E&F,F414-GE-400,90.0,,% NC,160 kts.,3150,95.95,104.75
F-18E&F,F414-GE-400,90.0,,% NC,160 kts.,4000,92.8,102.2
F-18E&F,F414-GE-400,90.0,,% NC,160 kts.,5000,89.55000000000001,99.55
F-18E&F,F414-GE-400,90.0,,% NC,160 kts.,6300,86.05000000000001,96.65
F-18E&F,F414-GE-400,90.0,,% NC,160 kts.,8000,82.4,93.65
F-18E&F,F414-GE-400,90.0,,% NC,160 kts.,10000,78.55,90.4
F-18E&F,F414-GE-400,90.0,,% NC,160 kts.,12500,74.5,86.9
F-18E&F,F414-GE-400,90.0,,% NC,160 kts.,16000,70.19999999999999,83.2
F-18E&F,F414-GE-400,90.0,,% NC,160 kts.,20000,65.6,79.19999999999999
F-18E&F,F414-GE-400,90.0,,% NC,160 kts.,25000,60.7,74.9
