T-38,J85-GE-5A,Maximum power A/B (100% RPM),,,,,,,,,,,,,,,,,
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,89.1,93.5,94.8,94.2,91.7,88.3,87.6,87.6,86.5,83.1,83.3,83.4,84.5,85.7,86.5,85,85.6,85,84.3
250,87,91.4,92.7,92.1,89.6,86.2,85.5,85.6,84.4,81,81.2,81.3,82.5,83.6,84.4,82.9,83.5,82.9,82.2
315,84.9,89.3,90.5,90,87.5,84.1,83.4,83.5,82.4,78.9,79.2,79.3,80.4,81.5,82.3,80.8,81.4,80.8,80.1
400,82.8,87.2,88.4,87.8,85.4,82,81.3,81.3,80.2,76.8,77.1,77.2,78.3,79.4,80.2,78.6,79.2,78.7,78
500,80.7,85,86.2,85.6,83.2,79.9,79.2,79.2,78.1,74.7,75.1,75.2,76.2,77.2,78,76.5,77,76.5,75.9
630,78.6,82.8,84,83.3,81.1,77.8,77,77,75.9,72.5,73,73.1,74.1,75.1,75.9,74.3,74.8,74.3,73.7
800,76.4,80.6,81.7,81,78.9,75.6,74.8,74.9,73.8,70.4,70.9,71,72,72.9,73.7,72.1,72.6,72.2,71.5
1000,74.2,78.4,79.4,78.7,76.7,73.4,72.6,72.7,71.6,68.2,68.8,68.9,69.9,70.7,71.6,70,70.4,69.9,69.3
1250,72,76.1,77,76.4,74.4,71.2,70.4,70.4,69.3,66,66.7,66.7,67.7,68.5,69.4,67.7,68.1,67.7,67.1
1600,69.8,73.8,74.7,73.9,72.1,68.9,68.1,68.1,67,63.8,64.5,64.6,65.6,66.3,67.2,65.5,65.8,65.4,64.8
2000,67.5,71.4,72.2,71.5,69.8,66.6,65.8,65.8,64.7,61.5,62.3,62.4,63.4,64.1,65,63.3,63.5,63.1,62.5
2500,65.2,69,69.7,69,67.4,64.3,63.5,63.4,62.4,59.2,60.1,60.2,61.2,61.8,62.7,61,61.2,60.7,60.2
3150,62.8,66.5,67.1,66.4,64.9,61.9,61.1,61,59.9,56.9,57.9,57.9,58.9,59.5,60.4,58.7,58.8,58.3,57.8
4000,60.4,63.9,64.5,63.7,62.3,59.4,58.6,58.5,57.5,54.5,55.6,55.6,56.6,57.2,58.1,56.4,56.4,55.9,55.4
5000,57.9,61.2,61.7,60.9,59.6,56.9,56.1,56,54.9,52.1,53.3,53.3,54.2,54.7,55.7,54.1,53.9,53.4,52.9
6300,55.3,58.4,58.8,58,56.7,54.2,53.5,53.4,52.3,49.7,50.9,50.8,51.8,52.3,53.3,51.7,51.4,50.8,50.3
8000,52.6,55.5,55.8,54.9,53.7,51.5,50.8,50.7,49.6,47.2,48.5,48.3,49.3,49.7,50.7,49.2,48.8,48.2,47.8
10000,49.8,52.3,52.6,51.7,50.6,48.7,48,47.9,46.8,44.6,45.9,45.8,46.8,47,48.1,46.7,46.2,45.6,45.1
12500,46.9,49,49.2,48.4,47.3,45.8,45.1,45.1,43.9,42,43.3,43.1,44.1,44.3,45.4,44,43.6,42.9,42.4
16000,43.9,45.5,45.7,44.8,43.8,42.7,42.1,42.1,40.9,39.3,40.6,40.3,41.4,41.4,42.6,41.3,40.9,40.2,39.7
20000,40.8,41.9,42,41.2,40.3,39.6,39,39,37.9,36.5,37.8,37.4,38.5,38.5,39.6,38.5,38,37.4,36.9
25000,37.5,38,38.2,37.4,36.7,36.4,35.9,35.9,34.7,33.6,34.9,34.3,35.5,35.3,36.5,35.5,35.1,34.5,34
