F-5A&B,J85-GE-13,Military power (100% RPM),,,,,,,,,,,,,,,,,
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,104.1,104.4,106,105.8,104,101.8,104.7,105.6,106.9,106.2,102.5,106.8,110.7,111.5,113.2,114.5,108.7,84.3,64.3
250,102,102.3,103.9,103.7,101.9,99.6,102.5,103.4,104.7,104,100.3,104.6,108.6,109.4,111.1,112.4,106.6,82.2,62.2
315,99.8,100.2,101.8,101.6,99.7,97.4,100.3,101.1,102.5,101.8,98.2,102.5,106.5,107.3,109,110.3,104.5,80.1,60.1
400,97.6,98,99.6,99.4,97.5,95.2,98.1,98.8,100.2,99.5,96,100.3,104.3,105.2,106.9,108.2,102.4,78,58
500,95.4,95.8,97.4,97.1,95.2,92.9,95.8,96.4,97.8,97.1,93.7,98,102.1,103,104.7,106,100.3,75.8,55.8
630,93.1,93.6,95.1,94.8,92.9,90.6,93.4,94,95.4,94.7,91.4,95.8,99.9,100.9,102.6,103.8,98.1,73.6,53.6
800,90.8,91.3,92.8,92.5,90.5,88.1,91,91.4,92.9,92.1,89.1,93.4,97.7,98.7,100.4,101.6,95.9,71.4,51.4
1000,88.5,88.9,90.4,90.1,88,85.7,88.4,88.8,90.3,89.6,86.7,91.1,95.4,96.4,98.1,99.3,93.7,69.1,49.1
1250,86,86.5,87.9,87.6,85.5,83.1,85.8,86,87.6,86.9,84.2,88.6,93,94.1,95.8,97,91.4,66.8,46.8
1600,83.5,83.9,85.4,84.9,82.8,80.3,83.1,83.1,84.8,84.1,81.7,86.1,90.7,91.8,93.5,94.6,89.1,64.4,44.4
2000,80.8,81.3,82.7,82.2,80,77.5,80.2,80,81.8,81.2,79.1,83.5,88.2,89.3,91.1,92.1,86.7,61.9,41.9
2500,78,78.5,79.8,79.3,77.1,74.5,77.1,76.8,78.7,78.2,76.5,80.9,85.7,86.8,88.6,89.6,84.3,59.4,39.4
3150,75.1,75.6,76.8,76.3,74,71.4,73.8,73.4,75.4,75,73.7,78.1,83.1,84.3,86,87,81.8,56.7,36.7
4000,72,72.5,73.7,73,70.7,68,70.4,69.8,72.1,71.8,70.8,75.2,80.3,81.6,83.3,84.2,79.2,54,34
5000,68.7,69.2,70.3,69.6,67.2,64.5,66.7,66.1,68.5,68.4,67.9,72.2,77.5,78.8,80.5,81.4,76.4,51.1,31.1
6300,65.1,65.6,66.7,65.8,63.5,60.9,62.8,62.2,64.9,64.9,64.8,69.1,74.5,75.8,77.6,78.4,73.6,48.1,28.1
8000,61.3,61.9,62.8,61.9,59.6,57.1,58.8,58.3,61.2,61.3,61.6,65.8,71.4,72.7,74.5,75.3,70.6,44.9,24.9
10000,57.3,57.9,58.6,57.7,55.5,53.2,54.6,54.3,57.3,57.5,58.2,62.4,68,69.5,71.2,72,67.4,41.7,21.7
12500,52.9,53.7,54.2,53.2,51.3,49.3,50.4,50.3,53.3,53.6,54.6,58.8,64.4,66,67.8,68.6,64,38.2,18.2
16000,48.4,49.3,49.6,48.5,46.9,45.3,46.1,46.3,49.1,49.5,50.9,55,60.6,62.3,64.2,64.9,60.4,34.6,14.6
20000,43.6,44.6,44.8,43.7,42.3,41.1,41.7,42.1,44.7,45.2,46.9,50.9,56.5,58.3,60.4,61,56.6,30.9,10.9
25000,38.7,39.8,39.8,38.6,37.5,36.8,37.2,37.7,40.1,40.8,42.6,46.6,52.1,54.2,56.5,57,52.5,27,7
