T-44,PT6A-34B,100% torque (98.1% RPM),,,,,,,,,,,,,,,,,
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,97.2,96.7,95.1,93.6,95.2,95.3,97,97.7,98.7,98.5,99.2,98.5,99,98.1,97.9,94.2,77.2,69.1,68.6
250,95,94.6,92.9,91.4,93,93.1,94.9,95.6,96.6,96.4,97.2,96.4,96.9,95.9,95.8,92.1,75.1,67,66.5
315,92.9,92.4,90.7,89.1,90.7,90.8,92.6,93.4,94.4,94.3,95,94.2,94.7,93.8,93.6,89.9,73,64.8,64.4
400,90.7,90.3,88.4,86.9,88.4,88.5,90.4,91.1,92.2,92.2,92.9,92.1,92.6,91.6,91.4,87.7,70.8,62.7,62.2
500,88.5,88.1,86.2,84.5,86.1,86.2,88,88.9,90,90,90.7,89.9,90.3,89.3,89.1,85.4,68.7,60.5,60.1
630,86.3,85.8,83.8,82.1,83.6,83.7,85.7,86.5,87.7,87.8,88.5,87.7,88.1,87,86.8,83,66.5,58.3,57.9
800,84,83.5,81.4,79.7,81.1,81.2,83.2,84.1,85.3,85.6,86.3,85.4,85.8,84.7,84.4,80.6,64.2,56.1,55.7
1000,81.6,81.2,79,77.2,78.5,78.6,80.6,81.7,82.9,83.3,84,83.1,83.4,82.2,81.9,78.1,61.9,53.7,53.5
1250,79.2,78.8,76.5,74.6,75.8,75.9,78,79.1,80.4,80.9,81.7,80.7,80.9,79.7,79.3,75.5,59.6,51.4,51.2
1600,76.7,76.3,73.9,71.9,73,73,75.2,76.4,77.9,78.6,79.3,78.2,78.4,77.1,76.6,72.8,57.2,49,48.9
2000,74.1,73.7,71.2,69.2,70.1,70.1,72.4,73.7,75.2,76.1,76.8,75.7,75.7,74.3,73.8,69.9,54.7,46.5,46.5
2500,71.5,71,68.5,66.4,67.1,67.1,69.3,70.9,72.5,73.6,74.3,73.1,73,71.5,70.8,66.9,52.2,43.9,44.1
3150,68.7,68.3,65.6,63.5,63.9,63.9,66.2,67.9,69.7,71.1,71.7,70.5,70.1,68.5,67.7,63.8,49.6,41.2,41.6
4000,65.8,65.3,62.7,60.5,60.6,60.7,63,64.9,66.8,68.5,69.1,67.8,67.2,65.4,64.4,60.5,47,38.5,39.1
5000,62.7,62.3,59.6,57.5,57.2,57.5,59.7,61.9,64,65.8,66.4,65,64.1,62.2,61,57,44.3,35.7,36.5
6300,59.5,59,56.5,54.4,53.7,54.3,56.4,58.9,61.1,63.2,63.7,62.2,61.1,58.8,57.5,53.4,41.6,32.8,33.9
8000,56.1,55.6,53.2,51.2,50.3,51.1,53.1,55.9,58.2,60.4,61,59.5,58,55.5,54,49.8,38.9,29.9,31.3
10000,52.5,51.9,49.7,47.9,46.7,47.9,50,53,55.4,57.7,58.3,56.7,54.9,52.1,50.5,46.3,36.1,26.9,28.6
12500,48.6,48.1,46.2,44.5,43.2,44.8,47,50,52.5,54.9,55.5,53.9,51.9,48.8,47.1,42.8,33.2,23.9,25.8
16000,44.6,44,42.4,40.9,39.6,41.5,43.9,47.1,49.5,51.9,52.6,51,48.9,45.6,43.7,39.4,30.3,20.9,23
20000,40.3,39.6,38.4,37.1,35.8,38.2,40.8,44,46.4,48.9,49.5,48,45.8,42.3,40.3,36,27.2,17.9,20.1
25000,35.6,34.9,34.2,33,31.8,34.7,37.6,40.8,43.2,45.6,46.3,44.8,42.7,39,36.7,32.6,24,14.8,17.2
