EA-6B,J52-P-408,Military power (99% RPM),,,,,,,,,,,,,,,,,
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,110.9,115.1,116.1,116.2,116.8,117.8,117.2,117.9,117.8,120.6,123.9,127,130.9,110.9,105.2,100.2,95.2,90.2,85.2
250,108.7,113,114,114.1,114.6,115.7,115,115.7,115.6,118.4,121.7,124.8,128.8,108.8,103,98,93,88,83
315,106.6,110.8,111.8,111.9,112.4,113.5,112.8,113.5,113.4,116.2,119.6,122.7,126.6,106.7,100.9,95.9,90.9,85.9,80.9
400,104.4,108.7,109.6,109.7,110.2,111.3,110.5,111.2,111.1,113.9,117.4,120.5,124.4,104.5,98.7,93.7,88.7,83.7,78.7
500,102.2,106.5,107.4,107.5,108,109,108.1,108.9,108.8,111.6,115.1,118.3,122.2,102.3,96.5,91.5,86.5,81.5,76.5
630,99.9,104.2,105.1,105.2,105.7,106.7,105.7,106.5,106.4,109.2,112.9,116,120,100,94.3,89.3,84.3,79.3,74.3
800,97.6,102,102.8,102.9,103.4,104.3,103.3,104,103.9,106.7,110.5,113.7,117.7,97.7,92,87,82,77,72
1000,95.3,99.6,100.4,100.5,100.9,101.9,100.7,101.5,101.3,104.1,108.2,111.4,115.4,95.4,89.6,84.6,79.6,74.6,69.6
1250,92.9,97.2,98,98.1,98.4,99.3,98.1,98.8,98.7,101.5,105.7,109,113,92.9,87.2,82.2,77.2,72.2,67.2
1600,90.4,94.7,95.4,95.5,95.8,96.7,95.3,96.1,95.9,98.7,103.2,106.5,110.6,90.4,84.7,79.7,74.7,69.7,64.7
2000,87.8,92.2,92.8,92.9,93.1,93.9,92.5,93.3,93.1,95.8,100.6,104,108,87.9,82.2,77.2,72.2,67.2,62.2
2500,85.2,89.5,90,90.1,90.3,91.1,89.5,90.3,90.1,92.8,98,101.4,105.4,85.2,79.6,74.6,69.6,64.6,59.6
3150,82.4,86.7,87.1,87.2,87.4,88,86.4,87.1,86.9,89.7,95.2,98.7,102.8,82.5,76.8,71.8,66.8,61.8,56.8
4000,79.5,83.7,84.1,84.1,84.2,84.8,83,83.8,83.6,86.4,92.3,95.8,100,79.6,74,69,64,59,54
5000,76.4,80.6,80.8,80.8,80.9,81.4,79.5,80.3,80.1,82.9,89.3,92.9,97,76.7,71,66,61,56,51
6300,73.2,77.2,77.3,77.3,77.3,77.7,75.7,76.6,76.4,79.3,86,89.8,94,73.7,67.9,62.9,57.9,52.9,47.9
8000,69.7,73.6,73.6,73.5,73.4,73.8,71.7,72.6,72.5,75.5,82.6,86.6,90.7,70.6,64.7,59.7,54.7,49.7,44.7
10000,65.9,69.7,69.5,69.4,69.2,69.5,67.4,68.4,68.4,71.5,79,83.2,87.3,67.5,61.3,56.3,51.3,46.3,41.3
12500,61.8,65.4,65.1,64.9,64.6,64.9,62.9,63.9,64.2,67.4,75.2,79.5,83.6,64.3,57.8,52.8,47.8,42.8,37.8
16000,57.3,60.7,60.2,60.1,59.6,59.9,58.2,59.2,59.8,63.2,71.1,75.7,79.7,61,54.1,49.1,44.1,39.1,34.1
20000,52.3,55.5,54.9,54.8,54.2,54.6,53.2,54.2,55.2,58.7,66.7,71.6,75.5,57.6,50.4,45.4,40.4,35.4,30.4
25000,46.9,49.8,49.1,49.3,48.5,48.9,48.1,49.1,50.5,54,62,67.3,70.9,54.1,46.5,41.5,36.5,31.5,26.5
