F-8,J57-P-20,Idle (53% RPM),,,,,,,,,,,,,,,,,
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,86.5,87.4,86.4,86.1,85,84.7,82.2,79.5,79.2,79.8,82.3,82.6,86.2,82.9,80.4,78.5,64.6,59.1,64.9
250,84.2,85.1,84.2,83.8,82.8,82.6,80,77.3,77.1,77.7,80.2,80.4,84,80.8,78.2,76.3,62.4,57,62.7
315,81.9,82.8,81.9,81.5,80.5,80.4,77.8,75.2,74.9,75.5,78,78.2,81.8,78.6,76,74,60.1,54.8,60.6
400,79.6,80.5,79.6,79.2,78.2,78.1,75.5,72.9,72.8,73.3,75.8,76,79.6,76.4,73.8,71.7,57.8,52.6,58.4
500,77.2,78.1,77.2,76.8,75.8,75.8,73.2,70.7,70.5,71,73.5,73.8,77.3,74.2,71.5,69.4,55.5,50.3,56.2
630,74.7,75.5,74.7,74.2,73.3,73.5,70.8,68.4,68.3,68.8,71.2,71.5,75,72,69.2,66.9,53.1,48,54
800,72.1,72.9,72.1,71.6,70.8,71.1,68.4,66,66,66.4,68.9,69.2,72.6,69.7,66.9,64.5,50.7,45.7,51.7
1000,69.3,70.2,69.4,68.9,68.1,68.6,65.8,63.6,63.7,64.1,66.5,66.8,70.2,67.3,64.5,61.9,48.2,43.3,49.4
1250,66.5,67.3,66.6,66.1,65.3,66,63.2,61.2,61.3,61.7,64,64.4,67.7,65,62,59.3,45.7,40.9,47
1600,63.5,64.2,63.7,63.1,62.4,63.4,60.5,58.6,58.9,59.2,61.6,62,65.1,62.5,59.5,56.7,43.1,38.5,44.6
2000,60.3,61,60.6,60.1,59.3,60.6,57.8,56.1,56.4,56.7,59,59.5,62.5,60,57,53.9,40.6,36.1,42.1
2500,57,57.6,57.4,57,56.1,57.6,55,53.4,53.9,54.2,56.4,56.9,59.8,57.5,54.4,51.1,38,33.6,39.6
3150,53.5,54.1,54.1,53.8,52.8,54.6,52.1,50.7,51.3,51.6,53.8,54.3,57,54.9,51.7,48.3,35.4,31,37.1
4000,49.8,50.5,50.7,50.6,49.5,51.3,49.2,47.9,48.6,48.9,51.1,51.6,54.2,52.2,49,45.4,32.7,28.5,34.5
5000,46.1,46.9,47.3,47.3,46.1,47.8,46.2,45.1,45.8,46.1,48.3,48.8,51.2,49.4,46.2,42.4,30.1,25.8,31.8
6300,42.3,43.3,43.7,44,42.7,44.1,43.1,42.1,42.9,43.1,45.4,45.9,48.2,46.5,43.2,39.3,27.4,23.1,29.1
8000,38.4,39.6,40.2,40.5,39.3,40.1,39.9,39,39.9,40.1,42.3,42.8,45,43.4,40.2,36.2,24.7,20.4,26.4
10000,34.5,35.8,36.6,36.9,35.7,36,36.6,35.8,36.7,36.8,39.1,39.6,41.7,40.2,37,33,21.9,17.5,23.5
12500,30.6,31.9,32.8,33,31.9,31.7,33.1,32.3,33.3,33.3,35.6,36.2,38.2,36.9,33.6,29.8,19.1,14.5,20.4
16000,26.6,27.8,28.8,28.9,28,27.4,29.3,28.6,29.6,29.6,31.9,32.6,34.5,33.3,30.1,26.4,16.2,11.4,17.3
20000,22.5,23.4,24.6,24.5,23.7,23.1,25.3,24.7,25.7,25.7,28,28.7,30.6,29.4,26.4,22.9,13.2,8.2,14
25000,18.1,18.9,20.1,20,19.2,18.7,21.1,20.5,21.5,21.5,23.7,24.6,26.5,25.3,22.5,19.3,10,4.9,10.5
