T-34,PT6A-25,90% torque (97% RPM),,,,,,,,,,,,,,,,,
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,94,94.1,91.2,91.3,92.1,92.7,94.7,95.2,96.1,95.3,95.7,95.7,95.3,95.2,96.2,94.4,84.8,69.2,71.2
250,91.8,91.9,89,89,89.9,90.5,92.4,93,93.9,93.2,93.6,93.6,93.2,93.1,94,92.2,82.6,67.1,69.1
315,89.7,89.8,86.7,86.7,87.5,88.2,90.2,90.8,91.7,91.1,91.5,91.4,91.1,90.9,91.8,90,80.4,65,67
400,87.5,87.6,84.4,84.4,85.2,85.8,87.8,88.5,89.5,88.9,89.3,89.3,88.9,88.7,89.6,87.7,78.1,62.8,64.9
500,85.2,85.4,82.1,81.9,82.7,83.3,85.4,86.2,87.2,86.8,87.2,87.1,86.7,86.4,87.3,85.4,75.8,60.7,62.7
630,83,83.1,79.7,79.4,80.2,80.8,83,83.7,84.9,84.6,85,84.9,84.4,84.1,85,83.1,73.4,58.5,60.6
800,80.6,80.8,77.3,76.8,77.6,78.1,80.4,81.3,82.5,82.3,82.7,82.6,82.1,81.7,82.5,80.6,71,56.2,58.4
1000,78.3,78.4,74.8,74.2,74.9,75.3,77.7,78.7,80.1,80.1,80.5,80.3,79.7,79.2,80,78.1,68.4,53.9,56.1
1250,75.8,76,72.2,71.5,72.1,72.4,74.9,76.1,77.6,77.8,78.2,78,77.3,76.7,77.4,75.4,65.8,51.5,53.8
1600,73.3,73.5,69.5,68.7,69.2,69.4,72,73.4,75,75.5,75.9,75.6,74.8,74,74.7,72.6,63.1,49.1,51.5
2000,70.7,70.9,66.7,65.8,66.1,66.3,69,70.6,72.3,73.1,73.5,73.1,72.2,71.3,71.8,69.7,60.2,46.6,49.1
2500,68,68.2,63.9,62.9,63,63.1,65.9,67.7,69.6,70.8,71.1,70.7,69.6,68.5,68.8,66.7,57.3,43.9,46.7
3150,65.1,65.4,60.9,59.9,59.9,59.7,62.7,64.8,66.9,68.4,68.7,68.2,66.9,65.6,65.7,63.5,54.2,41.2,44.2
4000,62.2,62.4,57.9,56.8,56.6,56.3,59.4,62,64.2,65.9,66.2,65.6,64.2,62.5,62.4,60.2,50.9,38.4,41.6
5000,59.1,59.3,54.7,53.8,53.4,52.9,56.1,59.1,61.4,63.5,63.8,63.1,61.4,59.5,59,56.8,47.6,35.4,39
6300,55.8,56,51.5,50.6,50.1,49.5,52.9,56.3,58.7,60.9,61.2,60.6,58.7,56.4,55.5,53.3,44.2,32.3,36.4
8000,52.4,52.5,48.1,47.4,46.8,46.2,49.8,53.5,56,58.4,58.7,58,55.9,53.3,52,49.8,40.7,29.1,33.6
10000,48.7,48.9,44.7,44.1,43.4,42.9,46.8,50.7,53.2,55.7,56,55.4,53.2,50.3,48.5,46.4,37.2,25.7,30.8
12500,44.8,45,41,40.6,40,39.7,43.9,47.8,50.4,52.9,53.3,52.7,50.5,47.4,45.1,43,33.8,22.1,27.9
16000,40.7,40.8,37.2,37,36.3,36.3,40.8,44.8,47.4,50,50.5,49.9,47.6,44.5,41.8,39.6,30.4,18.3,24.9
20000,36.4,36.4,33.2,33.1,32.5,32.8,37.7,41.7,44.3,46.9,47.5,46.9,44.7,41.5,38.5,36.2,27,14.3,21.9
25000,31.7,31.6,28.8,28.9,28.3,29.1,34.3,38.4,40.9,43.6,44.3,43.8,41.6,38.4,35.1,32.8,23.6,10.2,18.8
