A-6A,J52-P-8A,Engine runup (75% RPM),,,,,,,,,,,,,,,,,
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,101.4,101.6,101.4,101.8,98.6,96.8,93.5,93.1,92.2,93.7,95.4,95.8,93.3,92.1,86.3,78.1,68.2,58.2,48.2
250,99,99.2,99,99.4,96.1,94.3,91.1,90.7,89.9,91.4,93.2,93.6,91.2,90,84.3,75.9,66,56,46
315,96.6,96.8,96.4,96.8,93.6,91.8,88.7,88.2,87.5,89,90.9,91.4,89,87.9,82.2,73.7,63.8,53.8,43.8
400,94,94.2,93.8,94.1,90.9,89.2,86.1,85.6,85,86.6,88.6,89.2,86.8,85.7,80.1,71.4,61.5,51.5,41.5
500,91.3,91.5,91,91.3,88.2,86.4,83.4,82.9,82.4,84.2,86.3,87,84.6,83.6,77.9,69.2,59.2,49.2,39.2
630,88.5,88.6,88,88.3,85.2,83.5,80.7,80.1,79.8,81.6,83.9,84.7,82.3,81.4,75.8,66.9,56.9,46.9,36.9
800,85.5,85.6,84.8,85.1,82.2,80.5,77.8,77.3,77.1,79.1,81.5,82.4,80,79.2,73.6,64.5,54.6,44.6,34.6
1000,82.2,82.3,81.5,81.7,78.9,77.4,74.8,74.3,74.3,76.5,79.1,80,77.7,77,71.4,62.2,52.2,42.2,32.2
1250,78.8,78.9,77.9,78.1,75.5,74.1,71.7,71.3,71.5,73.8,76.6,77.7,75.3,74.7,69.2,59.7,49.8,39.8,29.8
1600,75.2,75.1,74.1,74.3,72,70.6,68.5,68.2,68.6,71.1,74,75.2,72.9,72.4,67,57.3,47.4,37.4,27.4
2000,71.2,71.2,70.1,70.3,68.3,67.1,65.2,65.1,65.7,68.4,71.4,72.7,70.4,70.1,64.7,54.8,45,35,25
2500,67.1,67,66,66.3,64.6,63.4,61.9,62,62.7,65.5,68.7,70.1,67.9,67.7,62.4,52.3,42.5,32.5,22.5
3150,62.9,62.7,62,62.4,60.8,59.8,58.6,58.8,59.7,62.7,65.9,67.4,65.2,65.2,60,49.7,40.1,30.1,20.1
4000,58.5,58.5,58.1,58.5,57.2,56.2,55.3,55.7,56.7,59.7,63,64.6,62.5,62.7,57.6,47.1,37.5,27.5,17.5
5000,54.2,54.4,54.2,54.8,53.6,52.6,52,52.5,53.6,56.6,59.9,61.7,59.7,60,55.1,44.4,35,25,15
6300,50,50.5,50.5,51.1,50,49,48.7,49.2,50.4,53.3,56.7,58.6,56.8,57.3,52.5,41.7,32.4,22.4,12.4
8000,45.7,46.7,46.7,47.4,46.4,45.3,45.2,45.8,47.1,49.9,53.3,55.3,53.7,54.4,49.9,38.9,29.7,19.7,9.7
10000,41.5,42.7,42.9,43.6,42.6,41.6,41.7,42.2,43.6,46.3,49.7,51.8,50.5,51.5,47.2,36.2,27,17,7
12500,37.1,38.6,39,39.7,38.7,37.7,38,38.4,40,42.6,45.9,48.2,47.2,48.4,44.3,33.3,24.3,14.3,4.3
16000,32.7,34.3,35,35.7,34.7,33.7,34.2,34.5,36.1,38.7,41.9,44.2,43.7,45.1,41.3,30.5,21.5,11.5,1.5
20000,28.2,29.9,30.9,31.6,30.6,29.6,30.2,30.4,32,34.6,37.7,40.1,39.9,41.7,38.2,27.6,18.6,8.6,-1.4
25000,23.7,25.3,26.7,27.4,26.3,25.4,26,26.1,27.8,30.3,33.3,35.7,36,38,34.8,24.7,15.5,5.5,-4.5
