AV-8B,F402-RR-408,Engine runup (60% RPM)
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,104.9,105.6,107,105.7,105.6,103,103.6,101.4,99.8,96.8,98.4,99.3,95.9,88.6,79.8,73.6,66.9,60.3,53.6
250,102.6,103.3,104.7,103.3,103.3,100.6,101.3,99.1,97.4,94.5,96,97,93.6,86.3,77.6,71.4,64.7,58,51.4
315,100.2,100.9,102.3,100.9,100.9,98.1,98.9,96.7,95,92.1,93.7,94.7,91.3,84.1,75.3,69.1,62.4,55.7,49.1
400,97.6,98.4,99.8,98.3,98.4,95.6,96.4,94.2,92.5,89.7,91.2,92.2,88.9,81.7,72.9,66.7,60,53.4,46.7
500,95,95.8,97.2,95.7,95.8,93,93.8,91.7,89.9,87.2,88.7,89.7,86.4,79.3,70.5,64.3,57.6,51,44.3
630,92.3,93.1,94.5,92.9,93.1,90.2,91.1,89,87.2,84.6,86.1,87.1,83.8,76.8,68,61.8,55.2,48.5,41.8
800,89.5,90.3,91.7,90,90.2,87.3,88.3,86.2,84.4,81.9,83.4,84.4,81.1,74.3,65.4,59.3,52.7,46,39.3
1000,86.5,87.3,88.8,86.9,87.2,84.2,85.3,83.3,81.5,79.2,80.6,81.5,78.3,71.7,62.8,56.8,50.1,43.5,36.8
1250,83.3,84.2,85.6,83.6,84,81,82.1,80.3,78.4,76.4,77.7,78.6,75.4,69,60.2,54.2,47.6,40.9,34.2
1600,80.1,80.8,82.3,80.2,80.6,77.6,78.7,77.1,75.3,73.5,74.7,75.5,72.5,66.3,57.6,51.6,45,38.3,31.6
2000,76.7,77.3,78.9,76.6,77,74.1,75.1,73.8,72.2,70.6,71.7,72.4,69.5,63.6,54.9,49.1,42.4,35.8,29.1
2500,73.2,73.6,75.3,72.9,73.3,70.5,71.3,70.5,69,67.7,68.7,69.2,66.4,60.9,52.3,46.6,39.9,33.2,26.6
3150,69.7,69.9,71.5,69.2,69.4,66.8,67.4,67.1,65.8,64.8,65.6,66,63.4,58.2,49.8,44.1,37.4,30.7,24.1
4000,66.2,66.1,67.7,65.6,65.5,63.1,63.6,63.6,62.7,61.9,62.5,62.8,60.4,55.6,47.2,41.6,34.9,28.2,21.6
5000,62.6,62.4,63.8,61.9,61.6,59.6,59.8,60.2,59.6,58.9,59.4,59.6,57.3,52.9,44.7,39.1,32.5,25.8,19.1
6300,58.9,58.8,59.8,58.4,57.8,56,56.2,56.7,56.4,55.8,56.2,56.3,54.2,50.1,42.1,36.6,30,23.3,16.6
8000,55.2,55.1,55.8,54.8,54,52.5,52.6,53.2,53.2,52.7,52.9,53,51.1,47.3,39.5,34.1,27.4,20.8,14.1
10000,51.4,51.3,51.9,51.3,50.2,48.8,49,49.7,49.9,49.3,49.4,49.4,47.8,44.4,36.8,31.5,24.9,18.2,11.5
12500,47.4,47.4,48,47.6,46.4,45,45.3,46,46.4,45.8,45.9,45.8,44.5,41.4,34,28.9,22.3,15.6,8.9
16000,43.3,43.3,44,43.8,42.6,41.1,41.5,42.3,42.7,42.1,42.1,42,41,38.2,31.1,26.2,19.6,12.9,6.2
20000,39,39.1,39.8,39.8,38.6,36.9,37.6,38.3,38.9,38.2,38.2,38,37.4,34.8,28.1,23.5,16.8,10.1,3.5
25000,34.5,34.6,35.5,35.6,34.5,32.6,33.4,34.2,34.8,34,34,33.9,33.5,31.1,24.9,20.6,14,7.3,0.6
