C-20,SPEYMK511-8,Power runup (500 lbs.)
   (ft),0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
200,82.5,81.7,78.5,81.2,80.4,77.2,74.5,72.6,69.4,69.7,70.5,72.7,71.4,71.4,71.2,70.6,69.4,68.9,68.8
250,80.3,79.4,76.3,79,78.2,74.9,72.3,70.4,67.3,67.5,68.3,70.4,69.1,69.2,69,68.4,67.2,66.7,66.6
315,78,77.1,74,76.7,75.9,72.6,70,68.1,65.1,65.3,66,68.1,66.9,66.9,66.7,66.1,64.9,64.5,64.4
400,75.6,74.7,71.7,74.3,73.5,70.2,67.6,65.7,62.9,63,63.7,65.7,64.6,64.6,64.4,63.8,62.6,62.2,62.1
500,73.2,72.3,69.3,71.9,71.1,67.8,65.1,63.3,60.6,60.7,61.3,63.3,62.2,62.3,62.1,61.4,60.3,59.9,59.8
630,70.7,69.7,66.8,69.4,68.6,65.3,62.6,60.9,58.4,58.4,58.9,60.8,59.8,59.9,59.7,58.9,57.9,57.6,57.4
800,68.2,67.1,64.3,66.9,66,62.7,60,58.3,56,56,56.5,58.2,57.3,57.5,57.2,56.4,55.4,55.2,54.9
1000,65.5,64.4,61.7,64.2,63.3,60.1,57.3,55.8,53.7,53.5,54,55.6,54.9,55.1,54.7,53.8,52.9,52.7,52.4
1250,62.8,61.5,59,61.4,60.4,57.3,54.6,53.1,51.3,51,51.5,53,52.3,52.6,52.2,51.2,50.4,50.2,49.8
1600,59.9,58.6,56.2,58.5,57.5,54.4,51.7,50.4,48.9,48.5,48.9,50.3,49.8,50.1,49.7,48.6,47.8,47.7,47.2
2000,57,55.5,53.3,55.5,54.4,51.5,48.8,47.7,46.4,45.9,46.3,47.6,47.3,47.6,47.1,45.9,45.2,45.1,44.5
2500,53.9,52.3,50.2,52.3,51.2,48.4,45.9,45,43.9,43.3,43.7,44.9,44.7,45,44.6,43.2,42.5,42.5,41.8
3150,50.7,49,47.1,48.9,47.8,45.2,42.8,42.2,41.3,40.6,41.1,42.2,42.2,42.5,42,40.5,39.9,39.8,39
4000,47.4,45.7,43.9,45.4,44.2,41.8,39.7,39.4,38.7,37.9,38.4,39.5,39.7,39.9,39.4,37.8,37.2,37.1,36.1
5000,44,42.2,40.6,41.7,40.4,38.3,36.6,36.5,36.1,35.1,35.7,36.8,37.1,37.4,36.8,35,34.4,34.3,33.1
6300,40.4,38.8,37.2,37.8,36.4,34.7,33.4,33.6,33.3,32.3,32.9,34,34.5,34.7,34.1,32.2,31.7,31.5,30.1
8000,36.9,35.3,33.7,33.8,32.3,31,30.2,30.6,30.4,29.4,30,31.2,31.9,32,31.3,29.4,28.9,28.7,27
10000,33.2,31.8,30.1,29.7,28.1,27.3,27,27.6,27.5,26.5,27,28.2,29.2,29.2,28.5,26.6,26,25.7,23.9
12500,29.6,28.3,26.5,25.5,24,23.6,23.8,24.5,24.3,23.4,23.9,25.2,26.3,26.3,25.5,23.6,23,22.8,20.8
16000,25.9,24.8,22.9,21.3,19.8,19.9,20.6,21.3,21.1,20.2,20.7,22.1,23.4,23.2,22.4,20.6,19.9,19.7,17.6
20000,22.2,21.2,19.3,17.1,15.7,16.2,17.3,18,17.6,16.9,17.3,18.8,20.2,20,19.1,17.5,16.7,16.5,14.4
25000,18.3,17.5,15.6,13,11.7,12.5,13.9,14.5,13.9,13.4,13.6,15.2,16.8,16.5,15.7,14.2,13.4,13.1,11.1
